IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.105	apa_1_afe_0_ch_0.root	1	0	0	0	FBK	Aug-21-2024-run00	Aug-21-2024_2120	Aug-21-2024_2120	Aug-21-2024_2124	Good	0.040	0.169	720	28.504	0.043	0.03876	0.595	Good	-0.066	0.185	Only polyfit	1054	178	nan	nan	27.372	0.196
10.73.137.105	apa_1_afe_0_ch_1.root	1	0	1	1	FBK	Aug-21-2024-run00	Aug-21-2024_2120	Aug-21-2024_2124	Aug-21-2024_2127	Good	0.037	0.146	720	28.531	0.039	0.03902	0.434	Good	-0.063	0.158	Only polyfit	945	94	nan	nan	27.516	0.109
10.73.137.105	apa_1_afe_0_ch_2.root	1	0	2	2	FBK	Aug-21-2024-run00	Aug-21-2024_2120	Aug-21-2024_2127	Aug-21-2024_2131	Good	0.037	0.155	720	28.522	0.054	0.03885	0.548	Good	-0.066	0.192	Only polyfit	1017	114	nan	nan	27.430	0.134
10.73.137.105	apa_1_afe_0_ch_3.root	1	0	3	3	FBK	Aug-21-2024-run00	Aug-21-2024_2120	Aug-21-2024_2131	Aug-21-2024_2135	Good	0.039	0.157	720	28.519	0.044	0.03891	0.503	Good	-0.066	0.183	Only polyfit	1074	149	nan	nan	27.366	0.166
10.73.137.105	apa_1_afe_0_ch_4.root	1	0	4	4	FBK	Aug-21-2024-run00	Aug-21-2024_2120	Aug-21-2024_2135	Aug-21-2024_2138	Good	0.039	0.220	720	28.524	0.044	0.03894	0.484	Good	-0.067	0.172	Only polyfit	1006	132	nan	nan	27.443	0.149
10.73.137.105	apa_1_afe_0_ch_5.root	1	0	5	5	FBK	Aug-21-2024-run00	Aug-21-2024_2120	Aug-21-2024_2138	Aug-21-2024_2142	Good	0.038	0.179	720	28.532	0.034	0.03899	0.458	Good	-0.067	0.174	Only polyfit	967	106	nan	nan	27.493	0.118
10.73.137.105	apa_1_afe_0_ch_6.root	1	0	6	6	FBK	Aug-21-2024-run00	Aug-21-2024_2120	Aug-21-2024_2142	Aug-21-2024_2146	Good	0.041	0.196	720	28.517	0.051	0.03892	0.496	Good	-0.068	0.189	Only polyfit	1073	201	nan	nan	27.364	0.222
10.73.137.105	apa_1_afe_0_ch_7.root	1	0	7	7	FBK	Aug-21-2024-run00	Aug-21-2024_2120	Aug-21-2024_2146	Aug-21-2024_2149	Good	0.039	0.138	720	28.527	0.046	0.03893	0.494	Good	-0.074	0.155	Only polyfit	976	148	nan	nan	27.478	0.166
10.73.137.105	apa_1_afe_1_ch_8.root	1	1	8	10	FBK	Aug-21-2024-run00	Aug-21-2024_2120	Aug-21-2024_2149	Aug-21-2024_2153	Good	0.038	0.164	720	28.673	0.040	0.03870	0.810	Good	-0.063	0.170	Only polyfit	1269	209	nan	nan	27.310	0.229
10.73.137.105	apa_1_afe_1_ch_10.root	1	1	10	12	FBK	Aug-21-2024-run00	Aug-21-2024_2120	Aug-21-2024_2153	Aug-21-2024_2157	Good	0.037	0.182	720	28.689	0.027	0.03881	0.750	Good	-0.068	0.165	Only polyfit	1227	155	nan	nan	27.371	0.169
10.73.137.105	apa_1_afe_1_ch_13.root	1	1	13	15	FBK	Aug-21-2024-run00	Aug-21-2024_2120	Aug-21-2024_2157	Aug-21-2024_2200	Good	0.035	0.188	720	28.681	0.030	0.03869	0.824	Good	-0.065	0.221	Only polyfit	1315	135	nan	nan	27.268	0.148
10.73.137.105	apa_1_afe_1_ch_15.root	1	1	15	17	FBK	Aug-21-2024-run00	Aug-21-2024_2120	Aug-21-2024_2200	Aug-21-2024_2204	Good	0.036	0.182	720	28.676	0.031	0.03870	0.810	Good	-0.067	0.184	Only polyfit	1187	138	nan	nan	27.400	0.151
10.73.137.105	apa_1_afe_2_ch_17.root	1	2	17	21	HPK	Aug-21-2024-run00	Aug-21-2024_2120	Aug-21-2024_2204	Aug-21-2024_2208	Good	0.037	0.499	1120	43.739	0.041	0.03873	0.365	Good	-0.060	0.716	Only polyfit	1605	203	nan	nan	42.015	0.222
10.73.137.105	apa_1_afe_2_ch_19.root	1	2	19	23	HPK	Aug-21-2024-run00	Aug-21-2024_2120	Aug-21-2024_2208	Aug-21-2024_2212	Good	0.041	0.507	1120	43.735	0.037	0.03872	0.368	Good	-0.064	0.522	Only polyfit	1533	159	nan	nan	42.088	0.175
10.73.137.105	apa_1_afe_2_ch_20.root	1	2	20	24	HPK	Aug-21-2024-run00	Aug-21-2024_2120	Aug-21-2024_2212	Aug-21-2024_2215	Good	0.036	0.390	1120	43.730	0.048	0.03868	0.406	Good	-0.070	0.544	Only polyfit	1479	161	nan	nan	42.141	0.179
10.73.137.105	apa_1_afe_2_ch_22.root	1	2	22	26	HPK	Aug-21-2024-run00	Aug-21-2024_2120	Aug-21-2024_2215	Aug-21-2024_2219	Good	0.036	0.427	1120	43.731	0.044	0.03870	0.384	Good	-0.065	0.784	Only polyfit	1577	170	nan	nan	42.036	0.188
