IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.105	apa_1_afe_0_ch_0.root	1	0	0	0	FBK	May-17-2024-run00	May-17-2024_1911	May-17-2024_1912	May-17-2024_1915	Good	0.040	0.178	720	28.516	0.039	0.03898	0.448	Good	-0.066	0.209	Only polyfit	965	168	nan	nan	27.479	0.185
10.73.137.105	apa_1_afe_0_ch_1.root	1	0	1	1	FBK	May-17-2024-run00	May-17-2024_1911	May-17-2024_1915	May-17-2024_1919	Good	0.037	0.131	720	28.515	0.053	0.03897	0.460	Good	-0.059	0.162	Only polyfit	967	95	nan	nan	27.477	0.115
10.73.137.105	apa_1_afe_0_ch_2.root	1	0	2	2	FBK	May-17-2024-run00	May-17-2024_1911	May-17-2024_1919	May-17-2024_1923	Good	0.039	0.172	720	28.492	0.049	0.03879	0.560	Good	-0.060	0.188	Only polyfit	1025	91	nan	nan	27.390	0.110
10.73.137.105	apa_1_afe_0_ch_3.root	1	0	3	3	FBK	May-17-2024-run00	May-17-2024_1911	May-17-2024_1923	May-17-2024_1926	Good	0.041	0.277	720	28.501	0.050	0.03886	0.520	Good	-0.065	0.187	Only polyfit	1032	124	nan	nan	27.392	0.142
10.73.137.105	apa_1_afe_0_ch_4.root	1	0	4	4	FBK	May-17-2024-run00	May-17-2024_1911	May-17-2024_1926	May-17-2024_1930	Good	0.037	0.186	720	28.508	0.043	0.03887	0.519	Good	-0.063	0.184	Only polyfit	1091	98	nan	nan	27.335	0.114
10.73.137.105	apa_1_afe_0_ch_5.root	1	0	5	5	FBK	May-17-2024-run00	May-17-2024_1911	May-17-2024_1930	May-17-2024_1934	Good	0.037	0.170	720	28.503	0.038	0.03891	0.487	Good	-0.062	0.165	Only polyfit	1016	150	nan	nan	27.411	0.165
10.73.137.105	apa_1_afe_0_ch_6.root	1	0	6	6	FBK	May-17-2024-run00	May-17-2024_1911	May-17-2024_1934	May-17-2024_1937	Good	0.037	0.155	720	28.502	0.043	0.03887	0.516	Good	-0.066	0.320	Only polyfit	954	128	nan	nan	27.477	0.144
10.73.137.105	apa_1_afe_0_ch_7.root	1	0	7	7	FBK	May-17-2024-run00	May-17-2024_1911	May-17-2024_1938	May-17-2024_1941	Good	0.037	0.175	720	28.494	0.042	0.03879	0.565	Good	-0.071	0.138	Only polyfit	984	149	nan	nan	27.437	0.166
10.73.137.105	apa_1_afe_1_ch_8.root	1	1	8	10	FBK	May-17-2024-run00	May-17-2024_1911	May-17-2024_1941	May-17-2024_1945	Good	0.041	0.166	720	28.655	0.030	0.03867	0.812	Good	-0.068	0.173	Only polyfit	1110	82	nan	nan	27.462	0.093
10.73.137.105	apa_1_afe_1_ch_10.root	1	1	10	12	FBK	May-17-2024-run00	May-17-2024_1911	May-17-2024_1945	May-17-2024_1948	Good	0.036	0.185	720	28.664	0.030	0.03865	0.838	Good	-0.062	0.188	Only polyfit	1191	136	nan	nan	27.384	0.149
10.73.137.105	apa_1_afe_1_ch_13.root	1	1	13	15	FBK	May-17-2024-run00	May-17-2024_1911	May-17-2024_1949	May-17-2024_1952	Good	0.035	0.339	720	28.665	0.039	0.03868	0.817	Good	-0.065	0.213	Only polyfit	1277	204	nan	nan	27.292	0.223
10.73.137.105	apa_1_afe_1_ch_15.root	1	1	15	17	FBK	May-17-2024-run00	May-17-2024_1911	May-17-2024_1952	May-17-2024_1956	Good	0.039	0.173	720	28.671	0.041	0.03867	0.827	Good	-0.067	0.235	Only polyfit	1283	125	nan	nan	27.293	0.141
10.73.137.105	apa_1_afe_2_ch_17.root	1	2	17	21	HPK	May-17-2024-run00	May-17-2024_1911	May-17-2024_1956	May-17-2024_2000	Good	0.038	0.508	1120	43.728	0.029	0.03871	0.371	Good	-0.058	0.518	Only polyfit	1654	135	nan	nan	41.951	0.148
10.73.137.105	apa_1_afe_2_ch_19.root	1	2	19	23	HPK	May-17-2024-run00	May-17-2024_1911	May-17-2024_2000	May-17-2024_2003	Good	0.036	0.470	1120	43.731	0.029	0.03872	0.367	Good	-0.065	0.482	Only polyfit	1511	184	nan	nan	42.107	0.200
10.73.137.105	apa_1_afe_2_ch_20.root	1	2	20	24	HPK	May-17-2024-run00	May-17-2024_1911	May-17-2024_2003	May-17-2024_2007	Good	0.036	0.442	1120	43.725	0.039	0.03872	0.354	Good	-0.063	0.513	Only polyfit	1555	187	nan	nan	42.054	0.205
10.73.137.105	apa_1_afe_2_ch_22.root	1	2	22	26	HPK	May-17-2024-run00	May-17-2024_1911	May-17-2024_2007	May-17-2024_2011	Good	0.034	0.415	1120	43.729	0.040	0.03872	0.365	Good	-0.060	0.547	Only polyfit	1596	228	nan	nan	42.015	0.248
