IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.104	apa_1_afe_0_ch_0.root	1	0	0	0	FBK	May-17-2024-run00	May-17-2024_1911	May-17-2024_1912	May-17-2024_1915	Good	0.084	0.379	720	29.771	0.049	0.03934	1.445	Good	-0.013	0.637	Only polyfit	2106	397	nan	nan	27.509	0.429
10.73.137.104	apa_1_afe_0_ch_1.root	1	0	1	1	FBK	May-17-2024-run00	May-17-2024_1911	May-17-2024_1915	May-17-2024_1919	Good	0.082	0.915	700	28.979	0.057	0.03925	1.507	Good	-0.021	0.305	Only polyfit	1253	218	nan	nan	27.633	0.241
10.73.137.104	apa_1_afe_0_ch_2.root	1	0	2	2	FBK	May-17-2024-run00	May-17-2024_1911	May-17-2024_1919	May-17-2024_1923	Good	0.079	0.351	720	29.782	0.038	0.03933	1.463	Good	-0.010	0.656	Only polyfit	2195	212	nan	nan	27.424	0.231
10.73.137.104	apa_1_afe_0_ch_3.root	1	0	3	3	FBK	May-17-2024-run00	May-17-2024_1911	May-17-2024_1923	May-17-2024_1926	Good	0.083	0.329	720	29.767	0.040	0.03929	1.481	Good	-0.011	0.570	Only polyfit	2029	148	nan	nan	27.587	0.164
10.73.137.104	apa_1_afe_0_ch_4.root	1	0	4	4	FBK	May-17-2024-run00	May-17-2024_1911	May-17-2024_1926	May-17-2024_1930	Good	0.079	0.429	720	29.780	0.044	0.03935	1.451	Good	-0.011	1.030	Only polyfit	2201	406	nan	nan	27.415	0.438
10.73.137.104	apa_1_afe_0_ch_5.root	1	0	5	5	FBK	May-17-2024-run00	May-17-2024_1911	May-17-2024_1930	May-17-2024_1934	Good	0.081	0.439	700	28.990	0.046	0.03924	1.522	Good	-0.016	0.275	Only polyfit	1339	181	nan	nan	27.551	0.200
10.73.137.104	apa_1_afe_0_ch_6.root	1	0	6	6	FBK	May-17-2024-run00	May-17-2024_1911	May-17-2024_1934	May-17-2024_1937	Good	0.078	0.728	720	29.759	0.037	0.03917	1.558	Good	-0.013	1.153	Only polyfit	2135	417	nan	nan	27.465	0.449
10.73.137.104	apa_1_afe_0_ch_7.root	1	0	7	7	FBK	May-17-2024-run00	May-17-2024_1911	May-17-2024_1937	May-17-2024_1941	Good	0.081	0.301	720	29.780	0.036	0.03936	1.443	Good	-0.014	0.415	Only polyfit	1757	352	nan	nan	27.893	0.380
10.73.137.104	apa_1_afe_1_ch_8.root	1	1	8	10	HPK	May-17-2024-run00	May-17-2024_1911	May-17-2024_1941	May-17-2024_1945	Good	0.080	1.208	1100	43.564	0.042	0.03930	0.333	Good	-0.020	1.402	Only polyfit	1649	217	nan	nan	41.792	0.236
10.73.137.104	apa_1_afe_1_ch_9.root	1	1	9	11	HPK	May-17-2024-run00	May-17-2024_1911	May-17-2024_1945	May-17-2024_1949	Good	0.078	0.869	1100	43.564	0.040	0.03931	0.317	Good	-0.021	0.741	Only polyfit	1670	79	nan	nan	41.769	0.094
10.73.137.104	apa_1_afe_1_ch_10.root	1	1	10	12	HPK	May-17-2024-run00	May-17-2024_1911	May-17-2024_1949	May-17-2024_1952	Good	0.078	0.797	1100	43.569	0.042	0.03927	0.375	Good	-0.018	1.089	Only polyfit	1595	151	nan	nan	41.855	0.168
10.73.137.104	apa_1_afe_1_ch_11.root	1	1	11	13	HPK	May-17-2024-run00	May-17-2024_1911	May-17-2024_1952	May-17-2024_1956	Good	0.078	0.733	1100	43.574	0.051	0.03934	0.303	Good	-0.022	0.847	Only polyfit	1673	206	nan	nan	41.777	0.227
10.73.137.104	apa_1_afe_1_ch_12.root	1	1	12	14	HPK	May-17-2024-run00	May-17-2024_1911	May-17-2024_1956	May-17-2024_2000	Good	0.080	1.352	1100	43.574	0.045	0.03932	0.324	Good	-0.019	0.741	Only polyfit	1607	160	nan	nan	41.847	0.178
10.73.137.104	apa_1_afe_1_ch_13.root	1	1	13	15	HPK	May-17-2024-run00	May-17-2024_1911	May-17-2024_2000	May-17-2024_2004	Good	0.079	0.762	1110	43.962	0.031	0.03933	0.301	Good	-0.019	0.984	Only polyfit	2007	136	nan	nan	41.805	0.149
10.73.137.104	apa_1_afe_1_ch_14.root	1	1	14	16	HPK	May-17-2024-run00	May-17-2024_1911	May-17-2024_2004	May-17-2024_2007	Good	0.076	0.608	1100	43.573	0.049	0.03934	0.299	Good	-0.021	0.707	Only polyfit	1517	140	nan	nan	41.944	0.158
10.73.137.104	apa_1_afe_1_ch_15.root	1	1	15	17	HPK	May-17-2024-run00	May-17-2024_1911	May-17-2024_2007	May-17-2024_2011	Good	0.079	0.696	1090	43.185	0.047	0.03934	0.302	Good	-0.024	0.719	Only polyfit	1228	79	nan	nan	41.866	0.097
