IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.111	apa_3_afe_0_ch_0.root	3	0	0	0	FBK	May-09-2024-run00	May-09-2024_2207	May-09-2024_2208	May-09-2024_2211	Good	-0.004	0.224	720	28.604	0.039	0.03918	0.393	Good	-0.104	0.182	Only polyfit	1178	192	nan	nan	27.339	0.210
10.73.137.111	apa_3_afe_0_ch_1.root	3	0	1	1	FBK	May-09-2024-run00	May-09-2024_2207	May-09-2024_2211	May-09-2024_2215	Good	-0.005	0.437	770	30.587	0.033	0.03929	0.332	Good	-0.090	0.456	Only polyfit	2769	511	nan	nan	27.612	0.550
10.73.137.111	apa_3_afe_0_ch_2.root	3	0	2	2	FBK	May-09-2024-run00	May-09-2024_2207	May-09-2024_2215	May-09-2024_2219	Good	-0.002	0.182	720	28.633	0.043	0.03943	0.244	Good	-0.106	0.191	Only polyfit	1126	161	nan	nan	27.423	0.178
10.73.137.111	apa_3_afe_0_ch_3.root	3	0	3	3	FBK	May-09-2024-run00	May-09-2024_2207	May-09-2024_2219	May-09-2024_2223	Good	-0.005	0.395	770	30.576	0.027	0.03923	0.369	Good	-0.089	0.394	Only polyfit	2888	448	nan	nan	27.473	0.483
10.73.137.111	apa_3_afe_0_ch_4.root	3	0	4	4	FBK	May-09-2024-run00	May-09-2024_2207	May-09-2024_2223	May-09-2024_2226	Good	-0.004	0.454	770	30.590	0.030	0.03935	0.293	Good	-0.093	0.430	Only polyfit	2867	731	nan	nan	27.510	0.786
10.73.137.111	apa_3_afe_0_ch_5.root	3	0	5	5	FBK	May-09-2024-run00	May-09-2024_2207	May-09-2024_2226	May-09-2024_2230	Good	-0.003	0.438	740	29.396	0.040	0.03918	0.402	Good	-0.097	0.493	Only polyfit	1760	170	nan	nan	27.505	0.187
10.73.137.111	apa_3_afe_0_ch_6.root	3	0	6	6	FBK	May-09-2024-run00	May-09-2024_2207	May-09-2024_2230	May-09-2024_2234	Good	-0.008	0.400	770	30.592	0.028	0.03935	0.295	Good	-0.089	0.369	Only polyfit	2839	892	nan	nan	27.541	0.959
10.73.137.111	apa_3_afe_0_ch_7.root	3	0	7	7	FBK	May-09-2024-run00	May-09-2024_2207	May-09-2024_2234	May-09-2024_2238	Good	-0.001	0.224	720	28.620	0.042	0.03923	0.373	Good	-0.106	0.254	Only polyfit	1120	112	nan	nan	27.417	0.127
10.73.137.111	apa_3_afe_1_ch_8.root	3	1	8	10	FBK	May-09-2024-run00	May-09-2024_2207	May-09-2024_2238	May-09-2024_2241	Good	-0.003	0.173	720	28.483	0.041	0.03890	0.478	Good	-0.104	0.147	Only polyfit	1076	97	nan	nan	27.327	0.112
10.73.137.111	apa_3_afe_1_ch_9.root	3	1	9	11	FBK	May-09-2024-run00	May-09-2024_2207	May-09-2024_2241	May-09-2024_2245	Good	-0.003	0.170	720	28.505	0.041	0.03903	0.403	Good	-0.103	0.185	Only polyfit	1054	157	nan	nan	27.372	0.173
10.73.137.111	apa_3_afe_1_ch_10.root	3	1	10	12	FBK	May-09-2024-run00	May-09-2024_2207	May-09-2024_2245	May-09-2024_2249	Good	-0.007	0.179	720	28.507	0.043	0.03901	0.418	Good	-0.113	0.176	Only polyfit	1002	180	nan	nan	27.430	0.198
10.73.137.111	apa_3_afe_1_ch_11.root	3	1	11	13	FBK	May-09-2024-run00	May-09-2024_2207	May-09-2024_2249	May-09-2024_2252	Good	-0.002	0.128	720	28.502	0.042	0.03904	0.394	Good	-0.103	0.123	Only polyfit	875	124	nan	nan	27.562	0.140
10.73.137.111	apa_3_afe_1_ch_12.root	3	1	12	14	FBK	May-09-2024-run00	May-09-2024_2207	May-09-2024_2252	May-09-2024_2256	Good	-0.001	0.147	720	28.498	0.040	0.03895	0.454	Good	-0.116	0.162	Only polyfit	929	85	nan	nan	27.499	0.100
10.73.137.111	apa_3_afe_1_ch_13.root	3	1	13	15	FBK	May-09-2024-run00	May-09-2024_2207	May-09-2024_2256	May-09-2024_2300	Good	-0.002	0.166	720	28.501	0.033	0.03898	0.438	Good	-0.103	0.157	Only polyfit	1065	121	nan	nan	27.356	0.134
10.73.137.111	apa_3_afe_1_ch_14.root	3	1	14	16	FBK	May-09-2024-run00	May-09-2024_2207	May-09-2024_2300	May-09-2024_2303	Good	-0.004	0.117	720	28.491	0.033	0.03890	0.480	Good	-0.105	0.122	Only polyfit	817	102	nan	nan	27.614	0.115
10.73.137.111	apa_3_afe_1_ch_15.root	3	1	15	17	FBK	May-09-2024-run00	May-09-2024_2207	May-09-2024_2303	May-09-2024_2307	Good	-0.002	0.181	720	28.511	0.042	0.03903	0.407	Good	-0.106	0.168	Only polyfit	1080	103	nan	nan	27.351	0.119
10.73.137.111	apa_3_afe_2_ch_16.root	3	2	16	20	FBK	May-09-2024-run00	May-09-2024_2207	May-09-2024_2307	May-09-2024_2311	Good	-0.005	0.239	720	29.099	0.046	0.03930	0.807	Good	-0.105	0.236	Only polyfit	1613	150	nan	nan	27.367	0.168
10.73.137.111	apa_3_afe_2_ch_17.root	3	2	17	21	FBK	May-09-2024-run00	May-09-2024_2207	May-09-2024_2311	May-09-2024_2315	Good	-0.002	0.336	720	29.095	0.044	0.03928	0.814	Good	-0.106	0.348	Only polyfit	1742	204	nan	nan	27.223	0.223
10.73.137.111	apa_3_afe_2_ch_18.root	3	2	18	22	FBK	May-09-2024-run00	May-09-2024_2207	May-09-2024_2315	May-09-2024_2318	Good	-0.004	0.262	720	29.096	0.045	0.03922	0.856	Good	-0.104	0.264	Only polyfit	1661	236	nan	nan	27.311	0.258
10.73.137.111	apa_3_afe_2_ch_19.root	3	2	19	23	FBK	May-09-2024-run00	May-09-2024_2207	May-09-2024_2318	May-09-2024_2322	Good	-0.003	0.270	720	29.114	0.043	0.03943	0.726	Good	-0.105	0.272	Only polyfit	1429	101	nan	nan	27.578	0.117
10.73.137.111	apa_3_afe_2_ch_20.root	3	2	20	24	FBK	May-09-2024-run00	May-09-2024_2207	May-09-2024_2322	May-09-2024_2326	Good	-0.006	0.230	720	29.118	0.045	0.03943	0.727	Good	-0.114	0.243	Only polyfit	1386	138	nan	nan	27.629	0.154
