IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.104	apa_1_afe_0_ch_0.root	1	0	0	0	FBK	Apr-20-2024-run00	Apr-20-2024_1158	Apr-20-2024_1158	Apr-20-2024_1202	Good	0.078	0.286	720	29.772	0.035	0.03935	1.438	Good	-0.015	0.273	Only polyfit	1940	1086	nan	nan	27.688	1.167
10.73.137.104	apa_1_afe_0_ch_1.root	1	0	1	1	FBK	Apr-20-2024-run00	Apr-20-2024_1158	Apr-20-2024_1202	Apr-20-2024_1206	Good	0.079	0.396	720	29.783	0.032	0.03942	1.402	Good	-0.018	0.447	Only polyfit	1938	199	nan	nan	27.701	0.216
10.73.137.104	apa_1_afe_0_ch_2.root	1	0	2	2	FBK	Apr-20-2024-run00	Apr-20-2024_1158	Apr-20-2024_1206	Apr-20-2024_1209	Good	0.079	0.259	720	29.774	0.043	0.03934	1.452	Good	-0.015	0.253	Only polyfit	1928	400	nan	nan	27.702	0.432
10.73.137.104	apa_1_afe_0_ch_3.root	1	0	3	3	FBK	Apr-20-2024-run00	Apr-20-2024_1158	Apr-20-2024_1209	Apr-20-2024_1213	Good	0.079	0.570	720	29.775	0.047	0.03932	1.467	Good	-0.018	0.557	Only polyfit	1972	225	nan	nan	27.655	0.246
10.73.137.104	apa_1_afe_0_ch_4.root	1	0	4	4	FBK	Apr-20-2024-run00	Apr-20-2024_1158	Apr-20-2024_1213	Apr-20-2024_1217	Good	0.078	0.501	700	28.985	0.052	0.03935	1.443	Good	-0.024	0.393	Only polyfit	1468	156	nan	nan	27.407	0.176
10.73.137.104	apa_1_afe_0_ch_5.root	1	0	5	5	FBK	Apr-20-2024-run00	Apr-20-2024_1158	Apr-20-2024_1217	Apr-20-2024_1220	Good	0.081	0.239	720	29.777	0.048	0.03938	1.423	Good	-0.011	0.253	Only polyfit	1960	170	nan	nan	27.671	0.189
10.73.137.104	apa_1_afe_0_ch_6.root	1	0	6	6	FBK	Apr-20-2024-run00	Apr-20-2024_1158	Apr-20-2024_1221	Apr-20-2024_1224	Good	0.082	0.440	710	29.379	0.045	0.03929	1.483	Good	-0.023	0.489	Only polyfit	1665	218	nan	nan	27.589	0.239
10.73.137.104	apa_1_afe_0_ch_7.root	1	0	7	7	FBK	Apr-20-2024-run00	Apr-20-2024_1158	Apr-20-2024_1224	Apr-20-2024_1228	Good	0.078	0.215	720	29.778	0.043	0.03932	1.466	Good	-0.015	0.214	Only polyfit	1689	286	nan	nan	27.963	0.310
10.73.137.104	apa_1_afe_1_ch_8.root	1	1	8	10	HPK	Apr-20-2024-run00	Apr-20-2024_1158	Apr-20-2024_1228	Apr-20-2024_1232	Good	0.079	0.843	1090	43.157	0.052	0.03927	0.358	Good	-0.026	0.796	Only polyfit	1285	129	nan	nan	41.777	0.148
10.73.137.104	apa_1_afe_1_ch_9.root	1	1	9	11	HPK	Apr-20-2024-run00	Apr-20-2024_1158	Apr-20-2024_1232	Apr-20-2024_1235	Good	0.076	0.890	1100	43.559	0.043	0.03927	0.366	Good	-0.025	0.807	Only polyfit	1653	116	nan	nan	41.783	0.132
10.73.137.104	apa_1_afe_1_ch_10.root	1	1	10	12	HPK	Apr-20-2024-run00	Apr-20-2024_1158	Apr-20-2024_1235	Apr-20-2024_1239	Good	0.080	0.758	1090	43.168	0.039	0.03931	0.324	Good	-0.023	0.718	Only polyfit	1285	91	nan	nan	41.787	0.106
10.73.137.104	apa_1_afe_1_ch_11.root	1	1	11	13	HPK	Apr-20-2024-run00	Apr-20-2024_1158	Apr-20-2024_1239	Apr-20-2024_1243	Good	0.078	0.713	1090	43.162	0.048	0.03924	0.393	Good	-0.027	0.749	Only polyfit	1394	170	nan	nan	41.664	0.189
10.73.137.104	apa_1_afe_1_ch_12.root	1	1	12	14	HPK	Apr-20-2024-run00	Apr-20-2024_1158	Apr-20-2024_1243	Apr-20-2024_1247	Good	0.080	0.611	1090	43.165	0.052	0.03930	0.329	Good	-0.022	0.653	Only polyfit	1298	186	nan	nan	41.770	0.207
10.73.137.104	apa_1_afe_1_ch_13.root	1	1	13	15	HPK	Apr-20-2024-run00	Apr-20-2024_1158	Apr-20-2024_1247	Apr-20-2024_1250	Good	0.078	0.650	1090	43.163	0.050	0.03924	0.396	Good	-0.027	0.704	Only polyfit	1272	129	nan	nan	41.796	0.147
10.73.137.104	apa_1_afe_1_ch_14.root	1	1	14	16	HPK	Apr-20-2024-run00	Apr-20-2024_1158	Apr-20-2024_1250	Apr-20-2024_1254	Good	0.077	0.605	1090	43.169	0.039	0.03930	0.329	Good	-0.024	0.580	Only polyfit	1251	112	nan	nan	41.825	0.127
10.73.137.104	apa_1_afe_1_ch_15.root	1	1	15	17	HPK	Apr-20-2024-run00	Apr-20-2024_1158	Apr-20-2024_1254	Apr-20-2024_1258	Good	0.076	0.742	1090	43.171	0.052	0.03933	0.300	Good	-0.029	0.673	Only polyfit	1263	138	nan	nan	41.814	0.157
