IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.112	apa_4_afe_0_ch_0.root	4	0	0	0	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_0926	Jun-07-2024_0930	Good	-0.048	1.718	1070	42.198	0.069	0.03898	0.489	Good	-0.150	1.608	Only polyfit	476	21	nan	nan	41.687	0.072
10.73.137.112	apa_4_afe_0_ch_1.root	4	0	1	1	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_0930	Jun-07-2024_0933	Good	-0.044	0.656	1120	44.150	0.055	0.03898	0.494	Good	-0.142	7.719	Only polyfit	1887	36	nan	nan	42.122	0.067
10.73.137.112	apa_4_afe_0_ch_2.root	4	0	2	2	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_0933	Jun-07-2024_0937	Good	-0.042	1.824	1070	42.194	0.071	0.03895	0.519	Good	-0.147	1.594	Only polyfit	571	74	nan	nan	41.581	0.106
10.73.137.112	apa_4_afe_0_ch_3.root	4	0	3	3	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_0937	Jun-07-2024_0941	Good	-0.043	0.665	1060	41.812	0.081	0.03897	0.508	Good	-0.147	0.660	Only polyfit	632	140	nan	nan	41.133	0.171
10.73.137.112	apa_4_afe_0_ch_4.root	4	0	4	4	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_0941	Jun-07-2024_0944	Good	-0.051	1.791	1070	42.188	0.055	0.03888	0.589	Good	-0.154	1.757	Only polyfit	305	33	nan	nan	41.861	0.066
10.73.137.112	apa_4_afe_0_ch_5.root	4	0	5	5	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_0944	Jun-07-2024_0948	Good	-0.047	0.685	1120	44.155	0.043	0.03906	0.410	Good	-0.133	5.904	Only polyfit	1260	58	nan	nan	42.801	0.076
10.73.137.112	apa_4_afe_0_ch_6.root	4	0	6	6	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_0948	Jun-07-2024_0952	Good	-0.046	0.512	1120	44.136	0.055	0.03888	0.586	Good	-0.146	4.150	Only polyfit	2049	37	nan	nan	41.935	0.068
10.73.137.112	apa_4_afe_0_ch_7.root	4	0	7	7	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_0952	Jun-07-2024_0956	Good	-0.046	0.565	1120	44.152	0.056	0.03896	0.521	Good	-0.143	6.069	Only polyfit	1181	54	nan	nan	42.883	0.081
10.73.137.112	apa_4_afe_1_ch_8.root	4	1	8	10	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_0956	Jun-07-2024_1000	Good	-0.047	1.724	1070	42.052	0.077	0.03903	0.287	Good	-0.154	1.792	Only polyfit	927	128	nan	nan	41.056	0.158
10.73.137.112	apa_4_afe_1_ch_9.root	4	1	9	11	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_1000	Jun-07-2024_1003	Good	-0.048	0.780	1010	39.699	0.096	0.03893	0.376	Good	-0.154	0.773	Only polyfit	749	56	nan	nan	38.894	0.113
10.73.137.112	apa_4_afe_1_ch_10.root	4	1	10	12	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_1003	Jun-07-2024_1007	Good	-0.045	0.640	1120	43.993	0.048	0.03899	0.327	Good	-0.149	0.609	Only polyfit	1912	211	nan	nan	41.938	0.231
10.73.137.112	apa_4_afe_1_ch_11.root	4	1	11	13	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_1007	Jun-07-2024_1011	Good	-0.047	0.391	1120	44.002	0.050	0.03901	0.306	Good	-0.148	0.440	Only polyfit	1646	157	nan	nan	42.233	0.176
10.73.137.112	apa_4_afe_1_ch_12.root	4	1	12	14	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_1240	Jun-07-2024_1243	Good	-0.045	0.354	1120	44.003	0.048	0.03902	0.301	Good	-0.153	0.366	Only polyfit	1637	137	nan	nan	42.244	0.154
10.73.137.112	apa_4_afe_1_ch_13.root	4	1	13	15	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_1011	Jun-07-2024_1015	Good	-0.047	0.458	1120	43.999	0.047	0.03904	0.270	Good	-0.147	0.558	Only polyfit	1846	213	nan	nan	42.016	0.234
10.73.137.112	apa_4_afe_1_ch_14.root	4	1	14	16	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_1015	Jun-07-2024_1018	Good	-0.044	2.613	1080	42.444	0.055	0.03904	0.281	Good	-0.153	2.900	Only polyfit	1228	219	nan	nan	41.124	0.242
10.73.137.112	apa_4_afe_1_ch_15.root	4	1	15	17	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_1018	Jun-07-2024_1022	Good	-0.048	0.423	1120	44.008	0.050	0.03905	0.268	Good	-0.141	0.421	Only polyfit	1819	166	nan	nan	42.053	0.185
10.73.137.112	apa_4_afe_2_ch_16.root	4	2	16	20	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_1022	Jun-07-2024_1026	Good	-0.044	0.372	1090	43.553	0.049	0.03900	1.039	Good	-0.151	0.394	Only polyfit	1528	183	nan	nan	41.911	0.202
10.73.137.112	apa_4_afe_2_ch_17.root	4	2	17	21	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_1026	Jun-07-2024_1030	Good	-0.048	0.405	1090	43.553	0.067	0.03902	1.024	Good	-0.152	2.359	Only polyfit	1977	249	nan	nan	41.428	0.276
10.73.137.112	apa_4_afe_2_ch_18.root	4	2	18	22	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_1030	Jun-07-2024_1033	Good	-0.046	0.793	1040	41.615	0.059	0.03906	0.988	Good	-0.155	0.815	Only polyfit	489	31	nan	nan	41.089	0.068
10.73.137.112	apa_4_afe_2_ch_19.root	4	2	19	23	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_1033	Jun-07-2024_1037	Good	-0.046	1.656	1050	41.999	0.059	0.03910	0.948	Good	-0.151	1.830	Only polyfit	418	123	nan	nan	41.550	0.145
