IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.109	apa_2_afe_0_ch_0.root	2	0	0	0	FBK	Apr-22-2024-run01	Apr-22-2024_1930	Apr-22-2024_1930	Apr-22-2024_1933	Good	0.017	0.178	720	29.021	0.036	0.03906	0.895	Good	-0.087	0.213	Only polyfit	1270	190	nan	nan	27.656	0.208
10.73.137.109	apa_2_afe_0_ch_1.root	2	0	1	1	FBK	Apr-22-2024-run01	Apr-22-2024_1930	Apr-22-2024_1933	Apr-22-2024_1937	Good	0.018	0.351	720	29.026	0.038	0.03910	0.875	Good	-0.085	0.309	Only polyfit	1365	114	nan	nan	27.559	0.128
10.73.137.109	apa_2_afe_0_ch_2.root	2	0	2	2	FBK	Apr-22-2024-run01	Apr-22-2024_1930	Apr-22-2024_1937	Apr-22-2024_1941	Good	0.013	0.227	720	29.018	0.037	0.03898	0.950	Good	-0.091	0.213	Only polyfit	1182	148	nan	nan	27.748	0.163
10.73.137.109	apa_2_afe_0_ch_3.root	2	0	3	3	FBK	Apr-22-2024-run01	Apr-22-2024_1930	Apr-22-2024_1941	Apr-22-2024_1945	Good	0.017	0.323	720	29.044	0.043	0.03916	0.847	Good	-0.091	0.291	Only polyfit	1366	98	nan	nan	27.576	0.114
10.73.137.109	apa_2_afe_0_ch_4.root	2	0	4	4	FBK	Apr-22-2024-run01	Apr-22-2024_1930	Apr-22-2024_1945	Apr-22-2024_1948	Good	0.013	0.237	720	29.042	0.041	0.03916	0.849	Good	-0.088	0.238	Only polyfit	1209	119	nan	nan	27.743	0.134
10.73.137.109	apa_2_afe_0_ch_5.root	2	0	5	5	FBK	Apr-22-2024-run01	Apr-22-2024_1930	Apr-22-2024_1948	Apr-22-2024_1952	Good	0.012	0.332	720	29.039	0.055	0.03908	0.902	Good	-0.085	0.312	Only polyfit	1328	112	nan	nan	27.612	0.132
10.73.137.109	apa_2_afe_0_ch_6.root	2	0	6	6	FBK	Apr-22-2024-run01	Apr-22-2024_1930	Apr-22-2024_1952	Apr-22-2024_1956	Good	0.013	0.195	720	29.028	0.047	0.03907	0.898	Good	-0.092	0.185	Only polyfit	1133	145	nan	nan	27.811	0.163
10.73.137.109	apa_2_afe_0_ch_7.root	2	0	7	7	FBK	Apr-22-2024-run01	Apr-22-2024_1930	Apr-22-2024_1956	Apr-22-2024_1959	Good	0.013	0.316	720	29.038	0.040	0.03916	0.847	Good	-0.087	0.307	Only polyfit	1377	95	nan	nan	27.559	0.110
10.73.137.109	apa_2_afe_1_ch_8.root	2	1	8	10	FBK	Apr-22-2024-run01	Apr-22-2024_1930	Apr-22-2024_1959	Apr-22-2024_2003	BAD(dead channel or wrong bias range)	0.016	0.026	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.109	apa_2_afe_1_ch_9.root	2	1	9	11	FBK	Apr-22-2024-run01	Apr-22-2024_1930	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
