IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.111	apa_3_afe_1_ch_10.root	3	1	10	12	FBK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_1_ch_11.root	3	1	11	13	FBK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_1_ch_12.root	3	1	12	14	FBK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_1_ch_13.root	3	1	13	15	FBK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_1_ch_14.root	3	1	14	16	FBK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_1_ch_15.root	3	1	15	17	FBK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_2_ch_16.root	3	2	16	20	FBK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_2_ch_17.root	3	2	17	21	FBK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_2_ch_18.root	3	2	18	22	FBK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_2_ch_19.root	3	2	19	23	FBK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_2_ch_20.root	3	2	20	24	FBK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_2_ch_21.root	3	2	21	25	FBK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_2_ch_22.root	3	2	22	26	FBK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_2_ch_23.root	3	2	23	27	FBK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_3_ch_24.root	3	3	24	30	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_3_ch_25.root	3	3	25	31	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_3_ch_26.root	3	3	26	32	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_3_ch_27.root	3	3	27	33	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_3_ch_28.root	3	3	28	34	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_3_ch_29.root	3	3	29	35	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_3_ch_30.root	3	3	30	36	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_3_ch_31.root	3	3	31	37	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_4_ch_32.root	3	4	32	40	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_4_ch_33.root	3	4	33	41	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_4_ch_34.root	3	4	34	42	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_4_ch_35.root	3	4	35	43	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_4_ch_36.root	3	4	36	44	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_4_ch_37.root	3	4	37	45	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_4_ch_38.root	3	4	38	46	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.111	apa_3_afe_4_ch_39.root	3	4	39	47	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
