IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.109	apa_2_afe_0_ch_0.root	2	0	0	0	FBK	Aug-21-2024-run00	Aug-21-2024_2105	Aug-21-2024_2105	Aug-21-2024_2109	Good	0.016	0.177	720	28.919	0.030	0.03919	0.703	Good	-0.089	0.478	Only polyfit	1328	132	nan	nan	27.492	0.145
10.73.137.109	apa_2_afe_0_ch_1.root	2	0	1	1	FBK	Aug-21-2024-run00	Aug-21-2024_2105	Aug-21-2024_2109	Aug-21-2024_2112	Good	0.016	0.210	720	28.909	0.033	0.03911	0.748	Good	-0.086	0.247	Only polyfit	1453	163	nan	nan	27.348	0.178
10.73.137.109	apa_2_afe_0_ch_2.root	2	0	2	2	FBK	Aug-21-2024-run00	Aug-21-2024_2105	Aug-21-2024_2112	Aug-21-2024_2116	Good	0.017	0.160	720	28.907	0.038	0.03909	0.761	Good	-0.094	0.256	Only polyfit	983	196	nan	nan	27.851	0.214
10.73.137.109	apa_2_afe_0_ch_3.root	2	0	3	3	FBK	Aug-21-2024-run00	Aug-21-2024_2105	Aug-21-2024_2116	Aug-21-2024_2120	Good	0.015	0.238	720	28.909	0.041	0.03910	0.753	Good	-0.086	0.204	Only polyfit	1442	131	nan	nan	27.359	0.147
10.73.137.109	apa_2_afe_0_ch_4.root	2	0	4	4	FBK	Aug-21-2024-run00	Aug-21-2024_2105	Aug-21-2024_2120	Aug-21-2024_2123	Good	0.015	0.151	720	28.911	0.043	0.03909	0.765	Good	-0.088	0.170	Only polyfit	1243	91	nan	nan	27.575	0.107
10.73.137.109	apa_2_afe_0_ch_5.root	2	0	5	5	FBK	Aug-21-2024-run00	Aug-21-2024_2105	Aug-21-2024_2123	Aug-21-2024_2127	Good	0.014	0.215	720	28.906	0.040	0.03906	0.782	Good	-0.085	0.409	Only polyfit	1309	113	nan	nan	27.499	0.128
10.73.137.109	apa_2_afe_0_ch_6.root	2	0	6	6	FBK	Aug-21-2024-run00	Aug-21-2024_2105	Aug-21-2024_2127	Aug-21-2024_2131	Good	0.012	0.126	720	28.911	0.044	0.03910	0.759	Good	-0.088	0.238	Only polyfit	1124	277	nan	nan	27.703	0.301
10.73.137.109	apa_2_afe_0_ch_7.root	2	0	7	7	FBK	Aug-21-2024-run00	Aug-21-2024_2105	Aug-21-2024_2131	Aug-21-2024_2134	Good	0.014	0.216	720	28.912	0.043	0.03913	0.738	Good	-0.083	0.338	Only polyfit	1336	149	nan	nan	27.476	0.165
10.73.137.109	apa_2_afe_1_ch_8.root	2	1	8	10	FBK	Aug-21-2024-run00	Aug-21-2024_2105	Aug-21-2024_2134	Aug-21-2024_2139	BAD(dead channel or wrong bias range)	0.017	0.026	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.109	apa_2_afe_1_ch_9.root	2	1	9	11	FBK	Aug-21-2024-run00	Aug-21-2024_2105	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
