IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.109	apa_2_afe_0_ch_0.root	2	0	0	0	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1757	Sep-24-2024_1801	Good	0.018	0.168	720	28.921	0.043	0.03919	0.704	Good	-0.094	0.263	Only polyfit	1366	81	nan	nan	27.453	0.097
10.73.137.109	apa_2_afe_0_ch_1.root	2	0	1	1	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1801	Sep-24-2024_1804	Good	0.016	0.231	720	28.915	0.040	0.03919	0.700	Good	-0.092	0.213	Only polyfit	1448	160	nan	nan	27.359	0.177
10.73.137.109	apa_2_afe_0_ch_2.root	2	0	2	2	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1805	Sep-24-2024_1808	Good	0.016	0.137	720	28.909	0.037	0.03911	0.748	Good	-0.103	0.160	Only polyfit	1105	131	nan	nan	27.722	0.145
10.73.137.109	apa_2_afe_0_ch_3.root	2	0	3	3	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1808	Sep-24-2024_1812	Good	0.017	0.369	720	28.906	0.037	0.03903	0.805	Good	-0.094	0.216	Only polyfit	1460	129	nan	nan	27.338	0.143
10.73.137.109	apa_2_afe_0_ch_4.root	2	0	4	4	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1812	Sep-24-2024_1816	Good	0.013	0.154	720	28.905	0.049	0.03907	0.772	Good	-0.093	0.173	Only polyfit	1242	160	nan	nan	27.571	0.178
10.73.137.109	apa_2_afe_0_ch_5.root	2	0	5	5	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1816	Sep-24-2024_1819	Good	0.018	0.212	720	28.913	0.037	0.03917	0.709	Good	-0.090	0.389	Only polyfit	1407	142	nan	nan	27.401	0.157
10.73.137.109	apa_2_afe_0_ch_6.root	2	0	6	6	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1819	Sep-24-2024_1823	Good	0.016	0.273	720	28.904	0.033	0.03906	0.783	Good	-0.093	0.232	Only polyfit	1314	100	nan	nan	27.492	0.113
10.73.137.109	apa_2_afe_0_ch_7.root	2	0	7	7	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1823	Sep-24-2024_1827	Good	0.014	0.659	720	28.918	0.037	0.03914	0.741	Good	-0.091	0.260	Only polyfit	1460	169	nan	nan	27.349	0.185
10.73.137.109	apa_2_afe_1_ch_8.root	2	1	8	10	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1827	Sep-24-2024_1831	BAD(dead channel or wrong bias range)	0.018	0.024	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.109	apa_2_afe_1_ch_9.root	2	1	9	11	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.109	apa_2_afe_1_ch_10.root	2	1	10	12	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1831	Sep-24-2024_1834	Good	0.016	0.057	720	28.021	0.033	0.03941	-0.351	Good	-0.097	0.056	Only polyfit	672	22	nan	nan	27.300	0.040
10.73.137.109	apa_2_afe_1_ch_11.root	2	1	11	13	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.109	apa_2_afe_1_ch_12.root	2	1	12	14	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.109	apa_2_afe_1_ch_13.root	2	1	13	15	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1834	Sep-24-2024_1838	Good	0.018	0.066	720	28.016	0.040	0.03943	-0.375	Good	-0.094	0.074	Only polyfit	718	55	nan	nan	27.244	0.072
10.73.137.109	apa_2_afe_1_ch_14.root	2	1	14	16	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.109	apa_2_afe_1_ch_15.root	2	1	15	17	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1838	Sep-24-2024_1842	BAD(dead channel or wrong bias range)	0.017	0.024	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.109	apa_2_afe_2_ch_16.root	2	2	16	20	HPK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1842	Sep-24-2024_1846	Good	0.019	0.432	1120	43.946	0.036	0.03917	0.071	Good	-0.083	1.126	Only polyfit	2176	576	nan	nan	41.607	0.620
10.73.137.109	apa_2_afe_2_ch_17.root	2	2	17	21	HPK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1846	Sep-24-2024_1850	Good	0.015	0.812	1090	42.779	0.065	0.03918	0.073	Good	-0.086	0.517	Only polyfit	1350	164	nan	nan	41.328	0.188
10.73.137.109	apa_2_afe_2_ch_18.root	2	2	18	22	HPK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1850	Sep-24-2024_1853	Good	0.014	0.767	1120	43.944	0.045	0.03915	0.093	Good	-0.085	2.260	Only polyfit	1947	263	nan	nan	41.851	0.286
10.73.137.109	apa_2_afe_2_ch_19.root	2	2	19	23	HPK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1854	Sep-24-2024_1857	Good	0.014	0.458	1120	43.959	0.037	0.03925	-0.005	Good	-0.093	1.030	Only polyfit	1561	196	nan	nan	42.282	0.214
10.73.137.109	apa_2_afe_2_ch_20.root	2	2	20	24	HPK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1857	Sep-24-2024_1901	Good	0.012	0.496	1120	43.940	0.046	0.03919	0.042	Good	-0.099	0.959	Only polyfit	1538	87	nan	nan	42.287	0.104
10.73.137.109	apa_2_afe_2_ch_21.root	2	2	21	25	HPK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1901	Sep-24-2024_1905	Good	0.017	0.413	1120	43.938	0.034	0.03915	0.096	Good	-0.088	0.771	Only polyfit	1764	102	nan	nan	42.043	0.115
