IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.112	apa_4_afe_0_ch_0.root	4	0	0	0	HPK	Apr-19-2024-run00	Apr-19-2024_1033	Apr-19-2024_1033	Apr-19-2024_1036	Good	-0.045	0.675	1150	45.299	0.045	0.03898	0.472	Good	-0.120	0.656	Only polyfit	2048	322	nan	nan	43.098	0.349
10.73.137.112	apa_4_afe_0_ch_1.root	4	0	1	1	HPK	Apr-19-2024-run00	Apr-19-2024_1033	Apr-19-2024_1036	Apr-19-2024_1039	Good	-0.047	0.794	1110	43.753	0.063	0.03899	0.469	Good	-0.153	0.666	Only polyfit	1739	219	nan	nan	41.884	0.243
10.73.137.112	apa_4_afe_0_ch_2.root	4	0	2	2	HPK	Apr-19-2024-run00	Apr-19-2024_1033	Apr-19-2024_1039	Apr-19-2024_1042	Good	-0.046	0.796	1170	46.082	0.040	0.03896	0.495	Good	-0.010	1.061	Only polyfit	2488	262	nan	nan	43.408	0.284
10.73.137.112	apa_4_afe_0_ch_3.root	4	0	3	3	HPK	Apr-19-2024-run00	Apr-19-2024_1033	Apr-19-2024_1042	Apr-19-2024_1045	Good	-0.048	0.676	1110	43.757	0.060	0.03905	0.406	Good	-0.150	0.575	Only polyfit	1755	183	nan	nan	41.871	0.206
10.73.137.112	apa_4_afe_0_ch_4.root	4	0	4	4	HPK	Apr-19-2024-run00	Apr-19-2024_1033	Apr-19-2024_1045	Apr-19-2024_1048	Good	-0.049	0.757	1110	43.735	0.049	0.03892	0.535	Good	-0.157	0.936	Only polyfit	1683	178	nan	nan	41.927	0.197
10.73.137.112	apa_4_afe_0_ch_5.root	4	0	5	5	HPK	Apr-19-2024-run00	Apr-19-2024_1033	Apr-19-2024_1048	Apr-19-2024_1051	Good	-0.043	0.244	1120	44.123	0.044	0.03891	0.542	Good	-0.154	0.251	Only polyfit	1684	239	nan	nan	42.314	0.261
10.73.137.112	apa_4_afe_0_ch_6.root	4	0	6	6	HPK	Apr-19-2024-run00	Apr-19-2024_1033	Apr-19-2024_1051	Apr-19-2024_1053	Good	-0.046	0.685	1110	43.749	0.054	0.03901	0.448	Good	-0.154	0.678	Only polyfit	1720	128	nan	nan	41.901	0.147
10.73.137.112	apa_4_afe_0_ch_7.root	4	0	7	7	HPK	Apr-19-2024-run00	Apr-19-2024_1033	Apr-19-2024_1054	Apr-19-2024_1056	Good	-0.049	0.313	1120	44.135	0.035	0.03892	0.543	Good	-0.152	0.203	Only polyfit	1734	109	nan	nan	42.272	0.123
10.73.137.112	apa_4_afe_1_ch_8.root	4	1	8	10	HPK	Apr-19-2024-run00	Apr-19-2024_1033	Apr-19-2024_1056	Apr-19-2024_1059	Good	-0.047	0.722	1110	43.610	0.052	0.03905	0.261	Good	-0.157	0.778	Only polyfit	1620	133	nan	nan	41.869	0.152
10.73.137.112	apa_4_afe_1_ch_9.root	4	1	9	11	HPK	Apr-19-2024-run00	Apr-19-2024_1033	Apr-19-2024_1059	Apr-19-2024_1102	Good	-0.049	0.702	1010	39.694	0.112	0.03899	0.319	Good	-0.165	0.692	Only polyfit	602	63	nan	nan	39.047	0.131
