IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.109	apa_2_afe_0_ch_0.root	2	0	0	0	FBK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_0926	Jun-07-2024_0930	Good	0.014	0.625	700	28.164	0.035	0.03909	0.803	Good	-0.100	0.627	Only polyfit	644	52	nan	nan	27.472	0.066
10.73.137.109	apa_2_afe_0_ch_1.root	2	0	1	1	FBK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_0930	Jun-07-2024_0933	Good	0.018	0.227	720	28.952	0.042	0.03909	0.804	Good	-0.092	1.342	Only polyfit	1611	181	nan	nan	27.221	0.199
10.73.137.109	apa_2_afe_0_ch_2.root	2	0	2	2	FBK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_0933	Jun-07-2024_0937	Good	0.014	0.427	700	28.161	0.041	0.03903	0.839	Good	-0.099	0.455	Only polyfit	490	33	nan	nan	27.634	0.055
10.73.137.109	apa_2_afe_0_ch_3.root	2	0	3	3	FBK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_0937	Jun-07-2024_0941	Good	0.015	0.457	690	27.773	0.044	0.03906	0.819	Good	-0.094	0.395	Only polyfit	401	18	nan	nan	27.342	0.048
10.73.137.109	apa_2_afe_0_ch_4.root	2	0	4	4	FBK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_0941	Jun-07-2024_0944	Good	0.018	0.494	700	28.166	0.051	0.03907	0.816	Good	-0.096	0.469	Only polyfit	577	41	nan	nan	27.545	0.068
10.73.137.109	apa_2_afe_0_ch_5.root	2	0	5	5	FBK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_0944	Jun-07-2024_0948	Good	0.013	0.390	720	28.945	0.049	0.03912	0.779	Good	-0.089	0.445	Only polyfit	1576	193	nan	nan	27.252	0.213
10.73.137.109	apa_2_afe_0_ch_6.root	2	0	6	6	FBK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_0948	Jun-07-2024_0951	Good	0.017	0.487	700	28.162	0.059	0.03908	0.805	Good	-0.091	0.507	Only polyfit	894	198	nan	nan	27.201	0.221
10.73.137.109	apa_2_afe_0_ch_7.root	2	0	7	7	FBK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_0952	Jun-07-2024_0955	Good	0.017	0.486	690	27.779	0.053	0.03912	0.785	Good	-0.094	0.489	Only polyfit	398	11	nan	nan	27.351	0.054
10.73.137.109	apa_2_afe_1_ch_8.root	2	1	8	10	FBK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_0955	Jun-07-2024_0959	BAD(dead channel or wrong bias range)	0.018	0.023	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.109	apa_2_afe_1_ch_9.root	2	1	9	11	FBK	Jun-07-2024-run00	Jun-07-2024_0926	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.109	apa_2_afe_1_ch_10.root	2	1	10	12	FBK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_1015	Jun-07-2024_1018	Good	0.015	0.461	720	28.065	0.028	0.03941	-0.309	Good	-0.094	0.417	Only polyfit	506	30	nan	nan	27.522	0.043
10.73.137.109	apa_2_afe_1_ch_11.root	2	1	11	13	FBK	Jun-07-2024-run00	Jun-07-2024_0926	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.109	apa_2_afe_1_ch_12.root	2	1	12	14	FBK	Jun-07-2024-run00	Jun-07-2024_0926	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.109	apa_2_afe_1_ch_13.root	2	1	13	15	FBK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_1018	Jun-07-2024_1022	Good	0.017	0.064	720	28.075	0.031	0.03945	-0.326	Good	-0.090	0.074	Only polyfit	819	112	nan	nan	27.195	0.125
10.73.137.109	apa_2_afe_1_ch_14.root	2	1	14	16	FBK	Jun-07-2024-run00	Jun-07-2024_0926	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.109	apa_2_afe_1_ch_15.root	2	1	15	17	FBK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_1022	Jun-07-2024_1026	BAD(dead channel or wrong bias range)	0.016	0.023	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.109	apa_2_afe_2_ch_16.root	2	2	16	20	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_1026	Jun-07-2024_1029	Good	0.016	1.080	1080	42.431	0.053	0.03921	0.081	Good	-0.094	0.614	Only polyfit	480	31	nan	nan	41.915	0.063
10.73.137.109	apa_2_afe_2_ch_17.root	2	2	17	21	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_1029	Jun-07-2024_1033	Good	0.017	1.124	1080	42.428	0.055	0.03919	0.099	Good	-0.089	1.052	Only polyfit	586	147	nan	nan	41.798	0.168
10.73.137.109	apa_2_afe_2_ch_18.root	2	2	18	22	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_1033	Jun-07-2024_1037	Good	0.014	2.689	1100	43.203	0.049	0.03917	0.120	Good	-0.088	2.920	Only polyfit	1191	213	nan	nan	41.923	0.234
10.73.137.109	apa_2_afe_2_ch_19.root	2	2	19	23	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_1037	Jun-07-2024_1041	Good	0.015	3.721	1120	43.991	0.041	0.03918	0.107	Good	-0.091	4.438	Only polyfit	1503	322	nan	nan	42.376	0.348
10.73.137.109	apa_2_afe_2_ch_20.root	2	2	20	24	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_1041	Jun-07-2024_1044	Good	0.016	0.444	1120	43.981	0.043	0.03914	0.147	Good	-0.095	1.714	Only polyfit	1537	32	nan	nan	42.329	0.055
10.73.137.109	apa_2_afe_2_ch_21.root	2	2	21	25	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_1044	Jun-07-2024_1048	Good	0.014	1.035	1110	43.600	0.051	0.03916	0.137	Good	-0.090	1.479	Only polyfit	1543	276	nan	nan	41.942	0.300
10.73.137.109	apa_2_afe_2_ch_22.root	2	2	22	26	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_1048	Jun-07-2024_1052	Good	0.014	0.362	1120	43.983	0.038	0.03912	0.172	Good	-0.092	1.234	Only polyfit	1078	108	nan	nan	42.825	0.122
10.73.137.109	apa_2_afe_2_ch_23.root	2	2	23	27	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_1052	Jun-07-2024_1056	Good	0.015	0.491	1120	43.980	0.045	0.03910	0.182	Good	-0.095	1.387	Only polyfit	1779	175	nan	nan	42.068	0.193
10.73.137.109	apa_2_afe_3_ch_24.root	2	3	24	30	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_1056	Jun-07-2024_1100	Good	0.013	0.469	1120	43.935	0.044	0.03890	0.366	Good	-0.084	2.472	Only polyfit	2114	166	nan	nan	41.664	0.184
10.73.137.109	apa_2_afe_3_ch_25.root	2	3	25	31	HPK	Jun-07-2024-run00	Jun-07-2024_0926	Jun-07-2024_1100	Jun-07-2024_1103	Good	0.016	1.379	1120	43.937	0.040	0.03897	0.294	Good	-0.093	0.627	Only polyfit	1232	162	nan	nan	42.613	0.179
