IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.111	apa_3_afe_0_ch_0.root	3	0	0	0	FBK	Apr-23-2024-run00	Apr-23-2024_1432	Apr-23-2024_1432	Apr-23-2024_1436	Good	-0.002	0.216	720	28.695	0.046	0.03924	0.445	Good	-0.101	0.195	Only polyfit	1113	132	nan	nan	27.499	0.150
10.73.137.111	apa_3_afe_0_ch_1.root	3	0	1	1	FBK	Apr-23-2024-run00	Apr-23-2024_1432	Apr-23-2024_1436	Apr-23-2024_1440	Good	-0.001	0.391	770	30.644	0.031	0.03912	0.522	Good	-0.087	0.435	Only polyfit	2894	187	nan	nan	27.534	0.203
10.73.137.111	apa_3_afe_0_ch_2.root	3	0	2	2	FBK	Apr-23-2024-run00	Apr-23-2024_1432	Apr-23-2024_1440	Apr-23-2024_1443	Good	-0.004	0.189	720	28.707	0.035	0.03922	0.471	Good	-0.105	0.187	Only polyfit	1048	125	nan	nan	27.581	0.139
10.73.137.111	apa_3_afe_0_ch_3.root	3	0	3	3	FBK	Apr-23-2024-run00	Apr-23-2024_1432	Apr-23-2024_1443	Apr-23-2024_1447	Good	-0.003	0.410	770	30.662	0.037	0.03925	0.439	Good	-0.085	0.489	Only polyfit	2880	766	nan	nan	27.567	0.824
10.73.137.111	apa_3_afe_0_ch_4.root	3	0	4	4	FBK	Apr-23-2024-run00	Apr-23-2024_1432	Apr-23-2024_1447	Apr-23-2024_1451	Good	-0.003	0.404	760	30.277	0.034	0.03928	0.425	Good	-0.095	0.354	Only polyfit	2248	438	nan	nan	27.862	0.472
10.73.137.111	apa_3_afe_0_ch_5.root	3	0	5	5	FBK	Apr-23-2024-run00	Apr-23-2024_1432	Apr-23-2024_1451	Apr-23-2024_1455	Good	-0.002	0.524	740	29.477	0.045	0.03912	0.528	Good	-0.092	0.422	Only polyfit	1766	150	nan	nan	27.580	0.168
10.73.137.111	apa_3_afe_0_ch_6.root	3	0	6	6	FBK	Apr-23-2024-run00	Apr-23-2024_1432	Apr-23-2024_1455	Apr-23-2024_1458	Good	-0.006	0.406	760	30.268	0.035	0.03921	0.467	Good	-0.090	0.320	Only polyfit	2380	462	nan	nan	27.712	0.498
10.73.137.111	apa_3_afe_0_ch_7.root	3	0	7	7	FBK	Apr-23-2024-run00	Apr-23-2024_1432	Apr-23-2024_1458	Apr-23-2024_1502	Good	-0.002	0.236	720	28.709	0.051	0.03923	0.464	Good	-0.105	0.214	Only polyfit	1023	122	nan	nan	27.610	0.141
10.73.137.111	apa_3_afe_1_ch_8.root	3	1	8	10	FBK	Apr-23-2024-run00	Apr-23-2024_1432	Apr-23-2024_1502	Apr-23-2024_1506	Good	-0.000	0.109	720	28.588	0.040	0.03904	0.479	Good	-0.108	0.135	Only polyfit	870	91	nan	nan	27.653	0.105
10.73.137.111	apa_3_afe_1_ch_9.root	3	1	9	11	FBK	Apr-23-2024-run00	Apr-23-2024_1432	Apr-23-2024_1506	Apr-23-2024_1510	Good	-0.003	0.139	720	28.567	0.047	0.03879	0.636	Good	-0.100	0.152	Only polyfit	919	102	nan	nan	27.579	0.119
10.73.137.111	apa_3_afe_1_ch_10.root	3	1	10	12	FBK	Apr-23-2024-run00	Apr-23-2024_1432	Apr-23-2024_1510	Apr-23-2024_1513	Good	-0.006	0.175	720	28.566	0.050	0.03884	0.603	Good	-0.104	0.153	Only polyfit	985	106	nan	nan	27.507	0.125
10.73.137.111	apa_3_afe_1_ch_11.root	3	1	11	13	FBK	Apr-23-2024-run00	Apr-23-2024_1432	Apr-23-2024_1513	Apr-23-2024_1517	Good	-0.002	0.114	720	28.579	0.040	0.03898	0.515	Good	-0.101	0.128	Only polyfit	773	70	nan	nan	27.748	0.085
10.73.137.111	apa_3_afe_1_ch_12.root	3	1	12	14	FBK	Apr-23-2024-run00	Apr-23-2024_1432	Apr-23-2024_1517	Apr-23-2024_1521	Good	-0.005	0.125	720	28.561	0.039	0.03886	0.578	Good	-0.110	0.134	Only polyfit	954	84	nan	nan	27.535	0.098
10.73.137.111	apa_3_afe_1_ch_13.root	3	1	13	15	FBK	Apr-23-2024-run00	Apr-23-2024_1432	Apr-23-2024_1521	Apr-23-2024_1524	Good	-0.001	0.153	720	28.569	0.039	0.03885	0.596	Good	-0.104	0.152	Only polyfit	941	78	nan	nan	27.558	0.092
10.73.137.111	apa_3_afe_1_ch_14.root	3	1	14	16	FBK	Apr-23-2024-run00	Apr-23-2024_1432	Apr-23-2024_1524	Apr-23-2024_1528	Good	0.000	0.121	720	28.577	0.052	0.03889	0.574	Good	-0.100	0.112	Only polyfit	825	116	nan	nan	27.691	0.135
10.73.137.111	apa_3_afe_1_ch_15.root	3	1	15	17	FBK	Apr-23-2024-run00	Apr-23-2024_1432	Apr-23-2024_1528	Apr-23-2024_1532	Good	-0.003	0.170	720	28.576	0.048	0.03890	0.568	Good	-0.106	0.167	Only polyfit	1150	226	nan	nan	27.340	0.248
10.73.137.111	apa_3_afe_2_ch_16.root	3	2	16	20	FBK	Apr-23-2024-run00	Apr-23-2024_1432	Apr-23-2024_1532	Apr-23-2024_1535	Good	-0.003	0.213	720	29.186	0.051	0.03928	0.903	Good	-0.101	0.234	Only polyfit	1723	442	nan	nan	27.335	0.478
10.73.137.111	apa_3_afe_2_ch_17.root	3	2	17	21	FBK	Apr-23-2024-run00	Apr-23-2024_1432	Apr-23-2024_1535	Apr-23-2024_1539	Good	-0.001	0.332	720	29.200	0.047	0.03937	0.851	Good	-0.105	0.348	Only polyfit	1674	235	nan	nan	27.401	0.257
10.73.137.111	apa_3_afe_2_ch_18.root	3	2	18	22	FBK	Apr-23-2024-run00	Apr-23-2024_1432	Apr-23-2024_1539	Apr-23-2024_1543	Good	-0.005	0.198	720	29.182	0.050	0.03928	0.901	Good	-0.098	0.203	Only polyfit	1763	421	nan	nan	27.287	0.456
