IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.105	apa_1_afe_0_ch_0.root	1	0	0	0	FBK	Apr-22-2024-run01	Apr-22-2024_1930	Apr-22-2024_1930	Apr-22-2024_1933	Good	0.039	0.235	720	28.589	0.044	0.03876	0.679	Good	-0.063	0.234	Only polyfit	1083	92	nan	nan	27.425	0.108
10.73.137.105	apa_1_afe_0_ch_1.root	1	0	1	1	FBK	Apr-22-2024-run01	Apr-22-2024_1930	Apr-22-2024_1933	Apr-22-2024_1937	Good	0.037	0.179	720	28.580	0.049	0.03875	0.680	Good	-0.063	0.208	Only polyfit	1060	213	nan	nan	27.442	0.234
10.73.137.105	apa_1_afe_0_ch_2.root	1	0	2	2	FBK	Apr-22-2024-run01	Apr-22-2024_1930	Apr-22-2024_1937	Apr-22-2024_1941	Good	0.037	0.207	720	28.584	0.046	0.03879	0.656	Good	-0.065	0.219	Only polyfit	1056	146	nan	nan	27.449	0.163
10.73.137.105	apa_1_afe_0_ch_3.root	1	0	3	3	FBK	Apr-22-2024-run01	Apr-22-2024_1930	Apr-22-2024_1941	Apr-22-2024_1945	Good	0.034	0.212	720	28.602	0.043	0.03888	0.606	Good	-0.064	0.213	Only polyfit	1051	124	nan	nan	27.473	0.140
10.73.137.105	apa_1_afe_0_ch_4.root	1	0	4	4	FBK	Apr-22-2024-run01	Apr-22-2024_1930	Apr-22-2024_1945	Apr-22-2024_1948	Good	0.037	0.242	720	28.581	0.039	0.03873	0.694	Good	-0.067	0.220	Only polyfit	1004	158	nan	nan	27.503	0.174
10.73.137.105	apa_1_afe_0_ch_5.root	1	0	5	5	FBK	Apr-22-2024-run01	Apr-22-2024_1930	Apr-22-2024_1948	Apr-22-2024_1952	Good	0.037	0.234	720	28.593	0.043	0.03882	0.642	Good	-0.069	0.210	Only polyfit	979	94	nan	nan	27.541	0.109
10.73.137.105	apa_1_afe_0_ch_6.root	1	0	6	6	FBK	Apr-22-2024-run01	Apr-22-2024_1930	Apr-22-2024_1952	Apr-22-2024_1956	Good	0.036	0.220	720	28.588	0.037	0.03877	0.676	Good	-0.067	0.217	Only polyfit	1038	124	nan	nan	27.473	0.138
10.73.137.105	apa_1_afe_0_ch_7.root	1	0	7	7	FBK	Apr-22-2024-run01	Apr-22-2024_1930	Apr-22-2024_1956	Apr-22-2024_1959	Good	0.035	0.227	720	28.583	0.049	0.03875	0.681	Good	-0.076	0.201	Only polyfit	936	83	nan	nan	27.577	0.101
10.73.137.105	apa_1_afe_1_ch_8.root	1	1	8	10	FBK	Apr-22-2024-run01	Apr-22-2024_1930	Apr-22-2024_1959	Apr-22-2024_2003	Good	0.035	0.228	720	28.757	0.026	0.03868	0.904	Good	-0.068	0.199	Only polyfit	1183	121	nan	nan	27.486	0.132
10.73.137.105	apa_1_afe_1_ch_10.root	1	1	10	12	FBK	Apr-22-2024-run01	Apr-22-2024_1930	Apr-22-2024_2003	Apr-22-2024_2007	Good	0.033	0.214	720	28.742	0.042	0.03862	0.936	Good	-0.072	0.251	Only polyfit	1077	217	nan	nan	27.584	0.237
10.73.137.105	apa_1_afe_1_ch_13.root	1	1	13	15	FBK	Apr-22-2024-run01	Apr-22-2024_1930	Apr-22-2024_2007	Apr-22-2024_2010	Good	0.035	0.259	720	28.745	0.046	0.03858	0.964	Good	-0.066	0.232	Only polyfit	1222	149	nan	nan	27.432	0.166
10.73.137.105	apa_1_afe_1_ch_15.root	1	1	15	17	FBK	Apr-22-2024-run01	Apr-22-2024_1930	Apr-22-2024_2010	Apr-22-2024_2014	Good	0.031	0.228	720	28.763	0.044	0.03876	0.854	Good	-0.067	0.237	Only polyfit	1267	245	nan	nan	27.402	0.267
10.73.137.105	apa_1_afe_2_ch_17.root	1	2	17	21	HPK	Apr-22-2024-run01	Apr-22-2024_1930	Apr-22-2024_2014	Apr-22-2024_2018	Good	0.039	0.579	1120	43.785	0.049	0.03869	0.455	Good	-0.059	0.722	Only polyfit	1615	150	nan	nan	42.051	0.168
10.73.137.105	apa_1_afe_2_ch_19.root	1	2	19	23	HPK	Apr-22-2024-run01	Apr-22-2024_1930	Apr-22-2024_2018	Apr-22-2024_2021	Good	0.035	0.677	1120	43.792	0.044	0.03870	0.446	Good	-0.064	0.669	Only polyfit	1497	141	nan	nan	42.184	0.158
10.73.137.105	apa_1_afe_2_ch_20.root	1	2	20	24	HPK	Apr-22-2024-run01	Apr-22-2024_1930	Apr-22-2024_2021	Apr-22-2024_2025	Good	0.034	0.677	1120	43.788	0.041	0.03867	0.478	Good	-0.066	0.627	Only polyfit	1531	190	nan	nan	42.143	0.208
10.73.137.105	apa_1_afe_2_ch_22.root	1	2	22	26	HPK	Apr-22-2024-run01	Apr-22-2024_1930	Apr-22-2024_2025	Apr-22-2024_2029	Good	0.035	0.482	1120	43.793	0.060	0.03873	0.418	Good	-0.067	0.549	Only polyfit	1553	140	nan	nan	42.125	0.162
