IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.104	apa_1_afe_0_ch_0.root	1	0	0	0	FBK	Jun-18-2024-run00	Jun-18-2024_0837	Jun-18-2024_0837	Jun-18-2024_0841	Good	0.079	0.432	720	29.777	0.046	0.03929	1.490	Good	-0.019	0.927	Only polyfit	2077	574	nan	nan	27.545	0.618
10.73.137.104	apa_1_afe_0_ch_1.root	1	0	1	1	FBK	Jun-18-2024-run00	Jun-18-2024_0837	Jun-18-2024_0841	Jun-18-2024_0844	Good	0.077	0.311	720	29.775	0.045	0.03928	1.490	Good	-0.025	0.485	Only polyfit	1948	264	nan	nan	27.681	0.287
10.73.137.104	apa_1_afe_0_ch_2.root	1	0	2	2	FBK	Jun-18-2024-run00	Jun-18-2024_0837	Jun-18-2024_0844	Jun-18-2024_0848	Good	0.079	0.463	720	29.793	0.035	0.03940	1.423	Good	-0.020	0.525	Only polyfit	2090	295	nan	nan	27.548	0.319
10.73.137.104	apa_1_afe_0_ch_3.root	1	0	3	3	FBK	Jun-18-2024-run00	Jun-18-2024_0837	Jun-18-2024_0848	Jun-18-2024_0852	Good	0.080	0.328	720	29.791	0.036	0.03930	1.492	Good	-0.022	0.409	Only polyfit	1960	204	nan	nan	27.686	0.222
10.73.137.104	apa_1_afe_0_ch_4.root	1	0	4	4	FBK	Jun-18-2024-run00	Jun-18-2024_0837	Jun-18-2024_0852	Jun-18-2024_0855	Good	0.078	0.405	720	29.771	0.043	0.03923	1.527	Good	-0.021	0.509	Only polyfit	2308	169	nan	nan	27.291	0.186
10.73.137.104	apa_1_afe_0_ch_5.root	1	0	5	5	FBK	Jun-18-2024-run00	Jun-18-2024_0837	Jun-18-2024_0855	Jun-18-2024_0859	Good	0.080	0.350	720	29.804	0.048	0.03951	1.355	Good	-0.018	0.400	Only polyfit	2125	296	nan	nan	27.521	0.322
10.73.137.104	apa_1_afe_0_ch_6.root	1	0	6	6	FBK	Jun-18-2024-run00	Jun-18-2024_0837	Jun-18-2024_0859	Jun-18-2024_0903	Good	0.078	0.437	720	29.787	0.051	0.03932	1.478	Good	-0.020	0.491	Only polyfit	2033	315	nan	nan	27.603	0.342
10.73.137.104	apa_1_afe_0_ch_7.root	1	0	7	7	FBK	Jun-18-2024-run00	Jun-18-2024_0837	Jun-18-2024_0903	Jun-18-2024_0906	Good	0.078	0.320	720	29.786	0.058	0.03937	1.439	Good	-0.020	0.531	Only polyfit	1980	225	nan	nan	27.658	0.248
10.73.137.104	apa_1_afe_1_ch_8.root	1	1	8	10	HPK	Jun-18-2024-run00	Jun-18-2024_0837	Jun-18-2024_0907	Jun-18-2024_0910	Good	0.079	0.725	1100	43.571	0.033	0.03934	0.302	Good	-0.031	1.022	Only polyfit	1610	141	nan	nan	41.841	0.155
10.73.137.104	apa_1_afe_1_ch_9.root	1	1	9	11	HPK	Jun-18-2024-run00	Jun-18-2024_0837	Jun-18-2024_0910	Jun-18-2024_0914	Good	0.079	0.758	1110	43.955	0.039	0.03928	0.357	Good	-0.021	0.819	Only polyfit	2038	243	nan	nan	41.765	0.264
10.73.137.104	apa_1_afe_1_ch_10.root	1	1	10	12	HPK	Jun-18-2024-run00	Jun-18-2024_0837	Jun-18-2024_0914	Jun-18-2024_0918	Good	0.078	1.061	1080	42.773	0.046	0.03929	0.345	Good	-0.028	0.548	Only polyfit	997	101	nan	nan	41.702	0.118
10.73.137.104	apa_1_afe_1_ch_11.root	1	1	11	13	HPK	Jun-18-2024-run00	Jun-18-2024_0837	Jun-18-2024_0918	Jun-18-2024_0922	Good	0.076	0.753	1100	43.571	0.054	0.03935	0.288	Good	-0.027	0.691	Only polyfit	1688	137	nan	nan	41.758	0.157
10.73.137.104	apa_1_afe_1_ch_12.root	1	1	12	14	HPK	Jun-18-2024-run00	Jun-18-2024_0837	Jun-18-2024_0922	Jun-18-2024_0925	Good	0.081	0.692	1100	43.559	0.053	0.03930	0.323	Good	-0.025	0.572	Only polyfit	1640	104	nan	nan	41.797	0.124
10.73.137.104	apa_1_afe_1_ch_13.root	1	1	13	15	HPK	Jun-18-2024-run00	Jun-18-2024_0837	Jun-18-2024_0925	Jun-18-2024_0929	Good	0.079	0.612	1100	43.565	0.049	0.03932	0.310	Good	-0.034	1.095	Only polyfit	1602	151	nan	nan	41.843	0.169
10.73.137.104	apa_1_afe_1_ch_14.root	1	1	14	16	HPK	Jun-18-2024-run00	Jun-18-2024_0837	Jun-18-2024_0929	Jun-18-2024_0933	Good	0.072	0.895	1110	43.963	0.048	0.03934	0.291	Good	-0.021	0.949	Only polyfit	1969	195	nan	nan	41.847	0.215
10.73.137.104	apa_1_afe_1_ch_15.root	1	1	15	17	HPK	Jun-18-2024-run00	Jun-18-2024_0837	Jun-18-2024_0933	Jun-18-2024_0937	Good	0.079	0.617	1100	43.563	0.045	0.03931	0.323	Good	-0.023	0.639	Only polyfit	1654	188	nan	nan	41.785	0.207
