IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.104	apa_1_afe_0_ch_0.root	1	0	0	0	FBK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2154	May-09-2024_2157	Good	0.078	0.420	710	29.382	0.049	0.03933	1.457	Good	-0.022	0.465	Only polyfit	1818	421	nan	nan	27.429	0.455
10.73.137.104	apa_1_afe_0_ch_1.root	1	0	1	1	FBK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2157	May-09-2024_2201	Good	0.081	0.409	720	29.783	0.047	0.03936	1.444	Good	-0.021	0.469	Only polyfit	1984	417	nan	nan	27.650	0.451
10.73.137.104	apa_1_afe_0_ch_2.root	1	0	2	2	FBK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2201	May-09-2024_2205	Good	0.079	0.467	710	29.387	0.047	0.03938	1.430	Good	-0.019	0.402	Only polyfit	1841	210	nan	nan	27.409	0.230
10.73.137.104	apa_1_afe_0_ch_3.root	1	0	3	3	FBK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2205	May-09-2024_2208	Good	0.080	0.502	720	29.784	0.050	0.03944	1.387	Good	-0.017	0.481	Only polyfit	2088	246	nan	nan	27.541	0.269
10.73.137.104	apa_1_afe_0_ch_4.root	1	0	4	4	FBK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2208	May-09-2024_2212	Good	0.078	0.424	700	28.993	0.052	0.03934	1.452	Good	-0.023	0.381	Only polyfit	1415	157	nan	nan	27.472	0.176
10.73.137.104	apa_1_afe_0_ch_5.root	1	0	5	5	FBK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2212	May-09-2024_2216	Good	0.079	0.434	710	29.370	0.049	0.03929	1.475	Good	-0.023	0.412	Only polyfit	1706	153	nan	nan	27.537	0.172
10.73.137.104	apa_1_afe_0_ch_6.root	1	0	6	6	FBK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2216	May-09-2024_2219	Good	0.079	0.484	710	29.375	0.052	0.03934	1.444	Good	-0.018	0.487	Only polyfit	1764	224	nan	nan	27.479	0.246
10.73.137.104	apa_1_afe_0_ch_7.root	1	0	7	7	FBK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2219	May-09-2024_2223	Good	0.075	0.396	720	29.780	0.057	0.03933	1.464	Good	-0.015	0.489	Only polyfit	2149	235	nan	nan	27.471	0.259
10.73.137.104	apa_1_afe_1_ch_8.root	1	1	8	10	HPK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2223	May-09-2024_2227	Good	0.082	0.880	1090	43.179	0.040	0.03930	0.346	Good	-0.026	0.764	Only polyfit	1283	181	nan	nan	41.801	0.198
10.73.137.104	apa_1_afe_1_ch_9.root	1	1	9	11	HPK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2227	May-09-2024_2230	Good	0.077	0.910	1100	43.574	0.046	0.03933	0.313	Good	-0.023	0.825	Only polyfit	1677	140	nan	nan	41.772	0.158
10.73.137.104	apa_1_afe_1_ch_10.root	1	1	10	12	HPK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2231	May-09-2024_2234	Good	0.076	0.844	1090	43.179	0.042	0.03928	0.361	Good	-0.026	0.888	Only polyfit	1313	100	nan	nan	41.768	0.116
10.73.137.104	apa_1_afe_1_ch_11.root	1	1	11	13	HPK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2234	May-09-2024_2238	Good	0.078	0.729	1090	43.176	0.038	0.03934	0.299	Good	-0.027	0.724	Only polyfit	1380	92	nan	nan	41.694	0.105
10.73.137.104	apa_1_afe_1_ch_12.root	1	1	12	14	HPK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2238	May-09-2024_2242	Good	0.079	0.676	1090	43.191	0.047	0.03942	0.224	Good	-0.025	0.717	Only polyfit	1255	139	nan	nan	41.842	0.157
10.73.137.104	apa_1_afe_1_ch_13.root	1	1	13	15	HPK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2242	May-09-2024_2245	Good	0.078	0.649	1090	43.179	0.039	0.03936	0.276	Good	-0.031	0.655	Only polyfit	1236	127	nan	nan	41.851	0.142
10.73.137.104	apa_1_afe_1_ch_14.root	1	1	14	16	HPK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2245	May-09-2024_2249	Good	0.077	0.771	1090	43.181	0.035	0.03935	0.286	Good	-0.025	0.674	Only polyfit	1199	111	nan	nan	41.892	0.124
10.73.137.104	apa_1_afe_1_ch_15.root	1	1	15	17	HPK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2249	May-09-2024_2253	Good	0.076	0.907	1090	43.181	0.052	0.03936	0.278	Good	-0.027	0.795	Only polyfit	1286	129	nan	nan	41.800	0.148
