IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.104	apa_1_afe_0_ch_0.root	1	0	0	0	FBK	May-02-2024-run00	May-02-2024_0938	May-02-2024_0938	May-02-2024_0942	Good	0.081	0.407	700	28.983	0.059	0.03929	1.483	Good	-0.018	0.315	Only polyfit	1408	139	nan	nan	27.470	0.161
10.73.137.104	apa_1_afe_0_ch_1.root	1	0	1	1	FBK	May-02-2024-run00	May-02-2024_0938	May-02-2024_0942	May-02-2024_0946	Good	0.081	0.465	720	29.777	0.037	0.03936	1.438	Good	-0.013	0.414	Only polyfit	1918	277	nan	nan	27.717	0.300
10.73.137.104	apa_1_afe_0_ch_2.root	1	0	2	2	FBK	May-02-2024-run00	May-02-2024_0938	May-02-2024_0946	May-02-2024_0949	Good	0.080	0.613	720	29.783	0.038	0.03936	1.444	Good	-0.013	0.588	Only polyfit	2145	254	nan	nan	27.478	0.276
10.73.137.104	apa_1_afe_0_ch_3.root	1	0	3	3	FBK	May-02-2024-run00	May-02-2024_0938	May-02-2024_0949	May-02-2024_0953	Good	0.080	0.514	720	29.777	0.048	0.03932	1.464	Good	-0.015	0.475	Only polyfit	1909	320	nan	nan	27.726	0.347
10.73.137.104	apa_1_afe_0_ch_4.root	1	0	4	4	FBK	May-02-2024-run00	May-02-2024_0938	May-02-2024_0953	May-02-2024_0957	Good	0.080	0.448	710	29.389	0.046	0.03942	1.405	Good	-0.017	0.481	Only polyfit	1800	417	nan	nan	27.456	0.450
10.73.137.104	apa_1_afe_0_ch_5.root	1	0	5	5	FBK	May-02-2024-run00	May-02-2024_0938	May-02-2024_0957	May-02-2024_1000	Good	0.082	0.413	710	29.383	0.045	0.03933	1.459	Good	-0.015	0.357	Only polyfit	1778	256	nan	nan	27.473	0.278
10.73.137.104	apa_1_afe_0_ch_6.root	1	0	6	6	FBK	May-02-2024-run00	May-02-2024_0938	May-02-2024_1000	May-02-2024_1004	Good	0.081	0.480	710	29.391	0.039	0.03930	1.486	Good	-0.016	0.445	Only polyfit	1797	233	nan	nan	27.460	0.253
10.73.137.104	apa_1_afe_0_ch_7.root	1	0	7	7	FBK	May-02-2024-run00	May-02-2024_0938	May-02-2024_1004	May-02-2024_1008	Good	0.080	0.422	720	29.778	0.051	0.03938	1.425	Good	-0.012	0.396	Only polyfit	2099	597	nan	nan	27.522	0.643
10.73.137.104	apa_1_afe_1_ch_8.root	1	1	8	10	HPK	May-02-2024-run00	May-02-2024_0938	May-02-2024_1008	May-02-2024_1011	Good	0.077	0.816	1090	43.182	0.043	0.03935	0.289	Good	-0.027	0.746	Only polyfit	1266	184	nan	nan	41.822	0.203
10.73.137.104	apa_1_afe_1_ch_9.root	1	1	9	11	HPK	May-02-2024-run00	May-02-2024_0938	May-02-2024_1011	May-02-2024_1015	Good	0.080	0.617	1090	43.167	0.046	0.03926	0.369	Good	-0.025	0.598	Only polyfit	1298	111	nan	nan	41.772	0.128
10.73.137.104	apa_1_afe_1_ch_10.root	1	1	10	12	HPK	May-02-2024-run00	May-02-2024_0938	May-02-2024_1015	May-02-2024_1019	Good	0.079	0.675	1090	43.173	0.042	0.03934	0.288	Good	-0.024	0.735	Only polyfit	1315	128	nan	nan	41.760	0.144
10.73.137.104	apa_1_afe_1_ch_11.root	1	1	11	13	HPK	May-02-2024-run00	May-02-2024_0938	May-02-2024_1019	May-02-2024_1023	Good	0.081	0.675	1090	43.175	0.046	0.03933	0.310	Good	-0.024	0.679	Only polyfit	1374	221	nan	nan	41.699	0.242
10.73.137.104	apa_1_afe_1_ch_12.root	1	1	12	14	HPK	May-02-2024-run00	May-02-2024_0938	May-02-2024_1023	May-02-2024_1026	Good	0.081	0.648	1090	43.174	0.049	0.03932	0.318	Good	-0.021	0.621	Only polyfit	1324	129	nan	nan	41.751	0.147
10.73.137.104	apa_1_afe_1_ch_13.root	1	1	13	15	HPK	May-02-2024-run00	May-02-2024_0938	May-02-2024_1026	May-02-2024_1030	Good	0.081	0.653	1090	43.169	0.045	0.03927	0.362	Good	-0.026	0.625	Only polyfit	1265	97	nan	nan	41.810	0.113
10.73.137.104	apa_1_afe_1_ch_14.root	1	1	14	16	HPK	May-02-2024-run00	May-02-2024_0938	May-02-2024_1030	May-02-2024_1034	Good	0.075	0.641	1090	43.174	0.040	0.03933	0.307	Good	-0.025	0.641	Only polyfit	1203	90	nan	nan	41.881	0.105
10.73.137.104	apa_1_afe_1_ch_15.root	1	1	15	17	HPK	May-02-2024-run00	May-02-2024_0938	May-02-2024_1034	May-02-2024_1038	Good	0.078	0.602	1090	43.179	0.041	0.03937	0.260	Good	-0.023	0.630	Only polyfit	1286	120	nan	nan	41.797	0.135
