IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.105	apa_1_afe_0_ch_0.root	1	0	0	0	FBK	Jul-02-2024-run00	Jul-02-2024_1701	Jul-02-2024_1702	Jul-02-2024_1705	Good	0.048	0.191	720	28.488	0.048	0.03892	0.467	Good	-0.060	0.178	Only polyfit	1246	109	nan	nan	27.150	0.126
10.73.137.105	apa_1_afe_0_ch_1.root	1	0	1	1	FBK	Jul-02-2024-run00	Jul-02-2024_1701	Jul-02-2024_1705	Jul-02-2024_1709	Good	0.040	0.151	720	28.500	0.042	0.03898	0.431	Good	-0.062	0.219	Only polyfit	1258	93	nan	nan	27.148	0.108
10.73.137.105	apa_1_afe_0_ch_2.root	1	0	2	2	FBK	Jul-02-2024-run00	Jul-02-2024_1701	Jul-02-2024_1709	Jul-02-2024_1713	Good	0.036	0.166	720	28.487	0.045	0.03890	0.477	Good	-0.061	0.177	Only polyfit	1267	201	nan	nan	27.125	0.220
10.73.137.105	apa_1_afe_0_ch_3.root	1	0	3	3	FBK	Jul-02-2024-run00	Jul-02-2024_1701	Jul-02-2024_1713	Jul-02-2024_1716	Good	0.039	0.158	720	28.486	0.050	0.03887	0.500	Good	-0.066	0.166	Only polyfit	1318	81	nan	nan	27.070	0.100
10.73.137.105	apa_1_afe_0_ch_4.root	1	0	4	4	FBK	Jul-02-2024-run00	Jul-02-2024_1701	Jul-02-2024_1716	Jul-02-2024_1720	Good	0.040	0.182	720	28.481	0.040	0.03890	0.472	Good	-0.064	0.170	Only polyfit	1423	79	nan	nan	26.953	0.094
10.73.137.105	apa_1_afe_0_ch_5.root	1	0	5	5	FBK	Jul-02-2024-run00	Jul-02-2024_1701	Jul-02-2024_1720	Jul-02-2024_1724	Good	0.038	0.185	720	28.479	0.053	0.03888	0.485	Good	-0.065	0.220	Only polyfit	1335	226	nan	nan	27.044	0.249
10.73.137.105	apa_1_afe_0_ch_6.root	1	0	6	6	FBK	Jul-02-2024-run00	Jul-02-2024_1701	Jul-02-2024_1724	Jul-02-2024_1728	Good	0.035	0.327	720	28.490	0.053	0.03887	0.502	Good	-0.066	0.176	Only polyfit	1248	160	nan	nan	27.149	0.180
10.73.137.105	apa_1_afe_0_ch_7.root	1	0	7	7	FBK	Jul-02-2024-run00	Jul-02-2024_1701	Jul-02-2024_1728	Jul-02-2024_1731	Good	0.040	0.163	720	28.496	0.048	0.03892	0.477	Good	-0.070	0.150	Only polyfit	1332	71	nan	nan	27.064	0.090
10.73.137.105	apa_1_afe_1_ch_8.root	1	1	8	10	FBK	Jul-02-2024-run00	Jul-02-2024_1701	Jul-02-2024_1731	Jul-02-2024_1735	Good	0.034	0.185	720	28.632	0.032	0.03867	0.790	Good	-0.065	0.189	Only polyfit	1421	163	nan	nan	27.105	0.178
10.73.137.105	apa_1_afe_1_ch_10.root	1	1	10	12	FBK	Jul-02-2024-run00	Jul-02-2024_1701	Jul-02-2024_1735	Jul-02-2024_1739	Good	0.037	0.163	720	28.632	0.027	0.03868	0.783	Good	-0.062	0.164	Only polyfit	1434	183	nan	nan	27.090	0.198
10.73.137.105	apa_1_afe_1_ch_13.root	1	1	13	15	FBK	Jul-02-2024-run00	Jul-02-2024_1701	Jul-02-2024_1739	Jul-02-2024_1742	Good	0.040	0.179	720	28.639	0.034	0.03873	0.757	Good	-0.062	0.297	Only polyfit	919	59	nan	nan	27.652	0.072
10.73.137.105	apa_1_afe_1_ch_15.root	1	1	15	17	FBK	Jul-02-2024-run00	Jul-02-2024_1701	Jul-02-2024_1742	Jul-02-2024_1746	Good	0.036	0.183	720	28.648	0.039	0.03885	0.674	Good	-0.065	0.180	Only polyfit	1622	153	nan	nan	26.905	0.169
10.73.137.105	apa_1_afe_2_ch_17.root	1	2	17	21	HPK	Jul-02-2024-run00	Jul-02-2024_1701	Jul-02-2024_1746	Jul-02-2024_1750	Good	0.041	0.605	1110	43.310	0.059	0.03870	0.353	Good	-0.053	0.509	Only polyfit	1193	154	nan	nan	42.028	0.176
10.73.137.105	apa_1_afe_2_ch_19.root	1	2	19	23	HPK	Jul-02-2024-run00	Jul-02-2024_1701	Jul-02-2024_1750	Jul-02-2024_1753	Good	0.037	0.556	1120	43.709	0.045	0.03878	0.274	Good	-0.058	0.492	Only polyfit	1476	140	nan	nan	42.123	0.157
10.73.137.105	apa_1_afe_2_ch_20.root	1	2	20	24	HPK	Jul-02-2024-run00	Jul-02-2024_1701	Jul-02-2024_1753	Jul-02-2024_1757	Good	0.040	0.479	1120	43.703	0.043	0.03873	0.328	Good	-0.061	0.464	Only polyfit	1483	127	nan	nan	42.109	0.144
10.73.137.105	apa_1_afe_2_ch_22.root	1	2	22	26	HPK	Jul-02-2024-run00	Jul-02-2024_1701	Jul-02-2024_1757	Jul-02-2024_1801	Good	0.035	0.489	1120	43.722	0.039	0.03880	0.264	Good	-0.061	0.436	Only polyfit	1416	303	nan	nan	42.201	0.328
