IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.111	apa_3_afe_0_ch_0.root	3	0	0	0	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1757	Sep-24-2024_1801	Good	0.000	0.212	720	28.590	0.039	0.03935	0.256	Good	-0.108	0.192	Only polyfit	1135	141	nan	nan	27.371	0.157
10.73.137.111	apa_3_afe_0_ch_1.root	3	0	1	1	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1801	Sep-24-2024_1805	Good	0.000	0.389	770	30.534	0.031	0.03920	0.348	Good	-0.090	1.393	Only polyfit	2957	1528	nan	nan	27.357	1.642
10.73.137.111	apa_3_afe_0_ch_2.root	3	0	2	2	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1805	Sep-24-2024_1808	Good	-0.003	0.213	720	28.593	0.043	0.03933	0.275	Good	-0.110	0.229	Only polyfit	1132	197	nan	nan	27.377	0.216
10.73.137.111	apa_3_afe_0_ch_3.root	3	0	3	3	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1808	Sep-24-2024_1812	Good	-0.002	0.358	770	30.546	0.031	0.03927	0.306	Good	-0.091	1.396	Only polyfit	2905	995	nan	nan	27.424	1.070
10.73.137.111	apa_3_afe_0_ch_4.root	3	0	4	4	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1812	Sep-24-2024_1816	Good	-0.004	0.612	730	28.982	0.038	0.03927	0.317	Good	-0.115	0.285	Only polyfit	1387	485	nan	nan	27.492	0.523
10.73.137.111	apa_3_afe_0_ch_5.root	3	0	5	5	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1816	Sep-24-2024_1820	Good	-0.003	0.486	760	30.152	0.026	0.03929	0.295	Good	-0.090	0.717	Only polyfit	2550	254	nan	nan	27.412	0.275
10.73.137.111	apa_3_afe_0_ch_6.root	3	0	6	6	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1820	Sep-24-2024_1823	Good	-0.002	0.409	770	30.546	0.032	0.03926	0.317	Good	-0.092	1.522	Only polyfit	2995	264	nan	nan	27.328	0.285
10.73.137.111	apa_3_afe_0_ch_7.root	3	0	7	7	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1823	Sep-24-2024_1827	Good	-0.002	0.202	720	28.593	0.049	0.03938	0.242	Good	-0.107	0.171	Only polyfit	1138	142	nan	nan	27.370	0.160
10.73.137.111	apa_3_afe_1_ch_8.root	3	1	8	10	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1827	Sep-24-2024_1831	Good	-0.001	0.087	720	28.452	0.036	0.03897	0.391	Good	-0.108	0.089	Only polyfit	1129	98	nan	nan	27.240	0.111
10.73.137.111	apa_3_afe_1_ch_9.root	3	1	9	11	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1831	Sep-24-2024_1834	Good	-0.003	0.127	720	28.460	0.043	0.03909	0.316	Good	-0.107	0.144	Only polyfit	1181	161	nan	nan	27.191	0.178
10.73.137.111	apa_3_afe_1_ch_10.root	3	1	10	12	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1835	Sep-24-2024_1838	Good	-0.005	0.105	720	28.457	0.042	0.03901	0.370	Good	-0.108	0.108	Only polyfit	1097	95	nan	nan	27.278	0.111
10.73.137.111	apa_3_afe_1_ch_11.root	3	1	11	13	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1838	Sep-24-2024_1842	Good	-0.005	0.097	720	28.438	0.037	0.03893	0.412	Good	-0.109	0.080	Only polyfit	898	117	nan	nan	27.473	0.131
10.73.137.111	apa_3_afe_1_ch_12.root	3	1	12	14	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1842	Sep-24-2024_1846	Good	-0.003	0.124	720	28.451	0.048	0.03899	0.378	Good	-0.113	0.104	Only polyfit	985	264	nan	nan	27.393	0.288
10.73.137.111	apa_3_afe_1_ch_13.root	3	1	13	15	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1846	Sep-24-2024_1849	Good	-0.001	0.107	720	28.453	0.051	0.03898	0.385	Good	-0.108	0.109	Only polyfit	1115	156	nan	nan	27.255	0.176
10.73.137.111	apa_3_afe_1_ch_14.root	3	1	14	16	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1849	Sep-24-2024_1853	Good	-0.003	0.089	720	28.451	0.040	0.03899	0.376	Good	-0.106	0.096	Only polyfit	955	91	nan	nan	27.424	0.105
10.73.137.111	apa_3_afe_1_ch_15.root	3	1	15	17	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1853	Sep-24-2024_1857	Good	-0.003	0.101	720	28.451	0.035	0.03900	0.370	Good	-0.108	0.121	Only polyfit	1259	272	nan	nan	27.099	0.294
10.73.137.111	apa_3_afe_2_ch_16.root	3	2	16	20	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1857	Sep-24-2024_1900	Good	-0.005	0.155	720	29.078	0.035	0.03941	0.701	Good	-0.100	0.173	Only polyfit	1741	588	nan	nan	27.208	0.633
10.73.137.111	apa_3_afe_2_ch_17.root	3	2	17	21	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1900	Sep-24-2024_1904	Good	-0.002	0.262	720	29.078	0.040	0.03942	0.697	Good	-0.105	0.253	Only polyfit	1634	180	nan	nan	27.322	0.198
10.73.137.111	apa_3_afe_2_ch_18.root	3	2	18	22	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1904	Sep-24-2024_1908	Good	-0.004	0.144	720	29.052	0.040	0.03920	0.825	Good	-0.103	0.145	Only polyfit	1610	365	nan	nan	27.322	0.394
10.73.137.111	apa_3_afe_2_ch_19.root	3	2	19	23	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1908	Sep-24-2024_1911	Good	-0.004	0.158	720	29.070	0.057	0.03935	0.737	Good	-0.109	0.172	Only polyfit	1410	196	nan	nan	27.555	0.218
10.73.137.111	apa_3_afe_2_ch_20.root	3	2	20	24	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1911	Sep-24-2024_1915	Good	-0.007	0.164	720	29.070	0.051	0.03934	0.744	Good	-0.114	0.140	Only polyfit	1296	74	nan	nan	27.678	0.094
10.73.137.111	apa_3_afe_2_ch_21.root	3	2	21	25	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1915	Sep-24-2024_1919	Good	-0.002	0.181	720	29.058	0.042	0.03929	0.772	Good	-0.103	0.133	Only polyfit	1679	401	nan	nan	27.254	0.433
10.73.137.111	apa_3_afe_2_ch_22.root	3	2	22	26	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1919	Sep-24-2024_1922	Good	-0.004	0.165	720	29.067	0.042	0.03928	0.782	Good	-0.109	0.152	Only polyfit	1306	142	nan	nan	27.664	0.158
10.73.137.111	apa_3_afe_2_ch_23.root	3	2	23	27	FBK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1923	Sep-24-2024_1926	Good	-0.003	0.128	720	29.064	0.049	0.03931	0.760	Good	-0.101	0.171	Only polyfit	1522	153	nan	nan	27.429	0.172
10.73.137.111	apa_3_afe_3_ch_24.root	3	3	24	30	HPK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1926	Sep-24-2024_1930	Good	-0.010	0.737	1110	43.253	0.050	0.03916	-0.218	Good	-0.092	0.633	Only polyfit	1496	226	nan	nan	41.646	0.248
10.73.137.111	apa_3_afe_3_ch_25.root	3	3	25	31	HPK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1930	Sep-24-2024_1934	Good	-0.003	1.106	1120	43.647	0.050	0.03916	-0.215	Good	-0.100	1.110	Only polyfit	1431	170	nan	nan	42.110	0.189
10.73.137.111	apa_3_afe_3_ch_26.root	3	3	26	32	HPK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1934	Sep-24-2024_1938	Good	-0.001	0.333	1120	43.641	0.050	0.03916	-0.219	Good	-0.110	0.508	Only polyfit	1047	61	nan	nan	42.516	0.083
10.73.137.111	apa_3_afe_3_ch_27.root	3	3	27	33	HPK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1938	Sep-24-2024_1941	Good	-0.003	0.438	1120	43.639	0.043	0.03915	-0.204	Good	-0.104	0.670	Only polyfit	1407	172	nan	nan	42.127	0.190
10.73.137.111	apa_3_afe_3_ch_28.root	3	3	28	34	HPK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1941	Sep-24-2024_1945	Good	-0.006	0.319	1120	43.646	0.051	0.03918	-0.232	Good	-0.104	0.686	Only polyfit	1475	102	nan	nan	42.062	0.121
10.73.137.111	apa_3_afe_3_ch_29.root	3	3	29	35	HPK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1945	Sep-24-2024_1949	Good	-0.003	0.474	1120	43.653	0.032	0.03919	-0.240	Good	-0.098	0.562	Only polyfit	1647	219	nan	nan	41.883	0.237
10.73.137.111	apa_3_afe_3_ch_30.root	3	3	30	36	HPK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1949	Sep-24-2024_1953	Good	-0.002	0.331	1120	43.642	0.050	0.03912	-0.177	Good	-0.100	0.454	Only polyfit	1377	205	nan	nan	42.162	0.226
10.73.137.111	apa_3_afe_3_ch_31.root	3	3	31	37	HPK	Sep-24-2024-run00	Sep-24-2024_1757	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
