IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.109	apa_2_afe_0_ch_0.root	2	0	0	0	FBK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0833	Jun-18-2024_0837	Good	0.015	0.480	710	28.510	0.043	0.03906	0.775	Good	-0.098	0.164	Only polyfit	1037	107	nan	nan	27.397	0.123
10.73.137.109	apa_2_afe_0_ch_1.root	2	0	1	1	FBK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0837	Jun-18-2024_0840	Good	0.019	0.290	720	28.916	0.044	0.03915	0.728	Good	-0.093	0.229	Only polyfit	1435	204	nan	nan	27.374	0.224
10.73.137.109	apa_2_afe_0_ch_2.root	2	0	2	2	FBK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0841	Jun-18-2024_0844	Good	0.019	0.139	720	28.912	0.039	0.03919	0.698	Good	-0.099	0.182	Only polyfit	1269	99	nan	nan	27.549	0.113
10.73.137.109	apa_2_afe_0_ch_3.root	2	0	3	3	FBK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0844	Jun-18-2024_0848	Good	0.016	0.228	720	28.917	0.033	0.03917	0.716	Good	-0.096	0.301	Only polyfit	1353	97	nan	nan	27.463	0.109
10.73.137.109	apa_2_afe_0_ch_4.root	2	0	4	4	FBK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0848	Jun-18-2024_0852	Good	0.015	0.151	720	28.928	0.032	0.03928	0.648	Good	-0.094	0.146	Only polyfit	1231	102	nan	nan	27.606	0.115
10.73.137.109	apa_2_afe_0_ch_5.root	2	0	5	5	FBK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0852	Jun-18-2024_0855	Good	0.016	0.232	720	28.930	0.036	0.03923	0.684	Good	-0.090	0.672	Only polyfit	1458	153	nan	nan	27.364	0.168
10.73.137.109	apa_2_afe_0_ch_6.root	2	0	6	6	FBK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0855	Jun-18-2024_0859	Good	0.016	0.141	720	28.908	0.050	0.03908	0.769	Good	-0.091	0.157	Only polyfit	1240	101	nan	nan	27.575	0.119
10.73.137.109	apa_2_afe_0_ch_7.root	2	0	7	7	FBK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0859	Jun-18-2024_0903	Good	0.014	0.243	720	28.910	0.042	0.03912	0.745	Good	-0.092	0.448	Only polyfit	1449	197	nan	nan	27.353	0.216
10.73.137.109	apa_2_afe_1_ch_8.root	2	1	8	10	FBK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0903	Jun-18-2024_0907	BAD(dead channel or wrong bias range)	0.017	0.025	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.109	apa_2_afe_1_ch_9.root	2	1	9	11	FBK	Jun-18-2024-run00	Jun-18-2024_0833	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.109	apa_2_afe_1_ch_10.root	2	1	10	12	FBK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0907	Jun-18-2024_0910	Good	0.015	0.089	720	28.027	0.038	0.03946	-0.385	Good	-0.093	0.072	Only polyfit	545	41	nan	nan	27.441	0.059
10.73.137.109	apa_2_afe_1_ch_11.root	2	1	11	13	FBK	Jun-18-2024-run00	Jun-18-2024_0833	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.109	apa_2_afe_1_ch_12.root	2	1	12	14	FBK	Jun-18-2024-run00	Jun-18-2024_0833	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.109	apa_2_afe_1_ch_13.root	2	1	13	15	FBK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0910	Jun-18-2024_0914	Good	0.016	0.079	720	28.032	0.027	0.03944	-0.366	Good	-0.093	0.104	Only polyfit	578	135	nan	nan	27.411	0.147
10.73.137.109	apa_2_afe_1_ch_14.root	2	1	14	16	FBK	Jun-18-2024-run00	Jun-18-2024_0833	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.109	apa_2_afe_1_ch_15.root	2	1	15	17	FBK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0914	Jun-18-2024_0918	BAD(dead channel or wrong bias range)	0.012	0.023	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.109	apa_2_afe_2_ch_16.root	2	2	16	20	HPK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0918	Jun-18-2024_0922	Good	0.012	1.799	1080	42.397	0.049	0.03924	0.016	Good	-0.096	1.105	Only polyfit	559	115	nan	nan	41.796	0.133
10.73.137.109	apa_2_afe_2_ch_17.root	2	2	17	21	HPK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0922	Jun-18-2024_0926	Good	0.017	0.653	1110	43.547	0.039	0.03911	0.137	Good	-0.088	1.456	Only polyfit	1559	135	nan	nan	41.872	0.151
10.73.137.109	apa_2_afe_2_ch_18.root	2	2	18	22	HPK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0926	Jun-18-2024_0929	Good	0.013	0.756	1110	43.553	0.048	0.03912	0.131	Good	-0.090	1.237	Only polyfit	1613	306	nan	nan	41.820	0.332
10.73.137.109	apa_2_afe_2_ch_19.root	2	2	19	23	HPK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0930	Jun-18-2024_0933	Good	0.014	0.550	1120	43.948	0.044	0.03915	0.097	Good	-0.092	1.217	Only polyfit	1465	203	nan	nan	42.374	0.223
