IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.109	apa_2_afe_0_ch_0.root	2	0	0	0	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1522	Oct-04-2024_1526	Good	0.019	0.157	720	28.908	0.041	0.03903	0.809	Good	-0.096	0.517	Only polyfit	1461	282	nan	nan	27.338	0.305
10.73.137.109	apa_2_afe_0_ch_1.root	2	0	1	1	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1526	Oct-04-2024_1529	Good	0.016	0.211	720	28.917	0.039	0.03909	0.774	Good	-0.092	0.326	Only polyfit	1401	190	nan	nan	27.412	0.208
10.73.137.109	apa_2_afe_0_ch_2.root	2	0	2	2	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1529	Oct-04-2024_1533	Good	0.017	0.142	720	28.919	0.044	0.03918	0.710	Good	-0.102	0.348	Only polyfit	878	97	nan	nan	27.976	0.114
10.73.137.109	apa_2_afe_0_ch_3.root	2	0	3	3	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1533	Oct-04-2024_1537	Good	0.019	0.260	720	28.921	0.035	0.03912	0.757	Good	-0.095	0.239	Only polyfit	1463	113	nan	nan	27.349	0.126
10.73.137.109	apa_2_afe_0_ch_4.root	2	0	4	4	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1537	Oct-04-2024_1540	Good	0.012	0.166	720	28.920	0.044	0.03917	0.714	Good	-0.095	0.145	Only polyfit	1263	185	nan	nan	27.562	0.203
10.73.137.109	apa_2_afe_0_ch_5.root	2	0	5	5	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1540	Oct-04-2024_1544	Good	0.017	0.209	720	28.908	0.039	0.03907	0.776	Good	-0.093	0.235	Only polyfit	1340	140	nan	nan	27.469	0.156
10.73.137.109	apa_2_afe_0_ch_6.root	2	0	6	6	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1544	Oct-04-2024_1548	Good	0.017	0.190	720	28.907	0.043	0.03904	0.801	Good	-0.099	0.159	Only polyfit	1037	141	nan	nan	27.793	0.157
10.73.137.109	apa_2_afe_0_ch_7.root	2	0	7	7	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1548	Oct-04-2024_1551	Good	0.018	0.217	720	28.911	0.037	0.03903	0.806	Good	-0.091	0.525	Only polyfit	1404	152	nan	nan	27.402	0.167
10.73.137.109	apa_2_afe_1_ch_8.root	2	1	8	10	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1551	Oct-04-2024_1555	BAD(dead channel or wrong bias range)	0.018	0.026	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.109	apa_2_afe_1_ch_9.root	2	1	9	11	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
