IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.111	apa_3_afe_0_ch_0.root	3	0	0	0	FBK	Jul-31-2024-run00	Jul-31-2024_1813	Jul-31-2024_1813	Jul-31-2024_1820	Good	0.002	0.122	720	28.580	0.037	0.03933	0.261	Good	-0.062	0.140	Only polyfit	1260	290	nan	nan	27.226	0.314
10.73.137.111	apa_3_afe_0_ch_1.root	3	0	1	1	FBK	Jul-31-2024-run00	Jul-31-2024_1813	Jul-31-2024_1820	Jul-31-2024_1827	Good	-0.002	0.387	770	30.539	0.036	0.03928	0.291	Good	-0.053	0.466	Only polyfit	3031	279	nan	nan	27.282	0.301
10.73.137.111	apa_3_afe_0_ch_2.root	3	0	2	2	FBK	Jul-31-2024-run00	Jul-31-2024_1813	Jul-31-2024_1827	Jul-31-2024_1834	Good	-0.002	0.127	720	28.574	0.037	0.03925	0.311	Good	-0.061	0.122	Only polyfit	1128	106	nan	nan	27.361	0.119
10.73.137.111	apa_3_afe_0_ch_3.root	3	0	3	3	FBK	Jul-31-2024-run00	Jul-31-2024_1813	Jul-31-2024_1834	Jul-31-2024_1842	Good	0.000	0.393	770	30.533	0.033	0.03924	0.317	Good	-0.053	0.433	Only polyfit	3171	473	nan	nan	27.125	0.509
10.73.137.111	apa_3_afe_0_ch_4.root	3	0	4	4	FBK	Jul-31-2024-run00	Jul-31-2024_1813	Jul-31-2024_1842	Jul-31-2024_1849	Good	-0.001	0.408	770	30.540	0.031	0.03929	0.290	Good	-0.058	0.398	Only polyfit	3200	536	nan	nan	27.102	0.577
10.73.137.111	apa_3_afe_0_ch_5.root	3	0	5	5	FBK	Jul-31-2024-run00	Jul-31-2024_1813	Jul-31-2024_1849	Jul-31-2024_1856	Good	-0.000	0.402	750	29.753	0.037	0.03926	0.304	Good	-0.055	0.421	Only polyfit	2312	193	nan	nan	27.269	0.211
10.73.137.111	apa_3_afe_0_ch_6.root	3	0	6	6	FBK	Jul-31-2024-run00	Jul-31-2024_1813	Jul-31-2024_1856	Jul-31-2024_1903	Good	0.001	0.420	770	30.533	0.026	0.03921	0.341	Good	-0.054	0.401	Only polyfit	3045	578	nan	nan	27.262	0.621
10.73.137.111	apa_3_afe_0_ch_7.root	3	0	7	7	FBK	Jul-31-2024-run00	Jul-31-2024_1813	Jul-31-2024_1903	Jul-31-2024_1910	Good	0.000	0.140	720	28.569	0.039	0.03919	0.353	Good	-0.061	0.150	Only polyfit	1294	218	nan	nan	27.178	0.237
10.73.137.111	apa_3_afe_1_ch_8.root	3	1	8	10	FBK	Jul-31-2024-run00	Jul-31-2024_1813	Jul-31-2024_1910	Jul-31-2024_1917	Good	0.000	0.098	720	28.461	0.042	0.03903	0.357	Good	-0.057	0.099	Only polyfit	1153	146	nan	nan	27.223	0.162
10.73.137.111	apa_3_afe_1_ch_9.root	3	1	9	11	FBK	Jul-31-2024-run00	Jul-31-2024_1813	Jul-31-2024_1917	Jul-31-2024_1925	Good	-0.000	0.115	720	28.460	0.029	0.03900	0.377	Good	-0.059	0.107	Only polyfit	1042	173	nan	nan	27.340	0.188
