IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.111	apa_3_afe_0_ch_0.root	3	0	0	0	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1522	Oct-04-2024_1526	Good	-0.001	0.110	720	28.575	0.043	0.03929	0.285	Good	-0.109	0.115	Only polyfit	1190	206	nan	nan	27.297	0.226
10.73.137.111	apa_3_afe_0_ch_1.root	3	0	1	1	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1526	Oct-04-2024_1529	Good	-0.003	0.359	770	30.536	0.037	0.03927	0.295	Good	-0.092	0.492	Only polyfit	2894	606	nan	nan	27.427	0.652
10.73.137.111	apa_3_afe_0_ch_2.root	3	0	2	2	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1529	Oct-04-2024_1533	Good	-0.003	0.125	720	28.564	0.046	0.03931	0.260	Good	-0.111	0.135	Only polyfit	1025	108	nan	nan	27.463	0.125
10.73.137.111	apa_3_afe_0_ch_3.root	3	0	3	3	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1533	Oct-04-2024_1537	Good	-0.001	0.408	770	30.541	0.043	0.03929	0.291	Good	-0.090	0.464	Only polyfit	2902	361	nan	nan	27.423	0.390
10.73.137.111	apa_3_afe_0_ch_4.root	3	0	4	4	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1537	Oct-04-2024_1541	Good	-0.005	0.401	760	30.141	0.031	0.03924	0.322	Good	-0.100	0.328	Only polyfit	2385	162	nan	nan	27.578	0.177
10.73.137.111	apa_3_afe_0_ch_5.root	3	0	5	5	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1541	Oct-04-2024_1544	Good	-0.001	0.403	750	29.757	0.033	0.03932	0.265	Good	-0.091	0.371	Only polyfit	2143	280	nan	nan	27.455	0.303
10.73.137.111	apa_3_afe_0_ch_6.root	3	0	6	6	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1544	Oct-04-2024_1548	Good	-0.002	0.425	760	30.157	0.030	0.03929	0.295	Good	-0.097	0.309	Only polyfit	2468	309	nan	nan	27.506	0.333
10.73.137.111	apa_3_afe_0_ch_7.root	3	0	7	7	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1548	Oct-04-2024_1552	Good	-0.000	0.147	720	28.577	0.045	0.03932	0.269	Good	-0.116	0.141	Only polyfit	978	94	nan	nan	27.526	0.110
10.73.137.111	apa_3_afe_1_ch_8.root	3	1	8	10	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1552	Oct-04-2024_1556	Good	-0.002	0.105	720	28.450	0.045	0.03903	0.348	Good	-0.111	0.102	Only polyfit	1113	104	nan	nan	27.254	0.120
10.73.137.111	apa_3_afe_1_ch_9.root	3	1	9	11	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1556	Oct-04-2024_1559	Good	-0.003	0.117	720	28.460	0.041	0.03909	0.318	Good	-0.105	0.104	Only polyfit	1008	117	nan	nan	27.377	0.133
