IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.109	apa_2_afe_0_ch_0.root	2	0	0	0	FBK	Apr-20-2024-run00	Apr-20-2024_1320	Apr-20-2024_1320	Apr-20-2024_1324	Good	0.016	0.230	720	28.963	0.035	0.03920	0.742	Good	-0.087	0.226	Only polyfit	1394	158	nan	nan	27.466	0.173
10.73.137.109	apa_2_afe_0_ch_1.root	2	0	1	1	FBK	Apr-20-2024-run00	Apr-20-2024_1320	Apr-20-2024_1324	Apr-20-2024_1327	Good	0.014	0.294	720	28.959	0.032	0.03917	0.756	Good	-0.087	0.299	Only polyfit	1398	185	nan	nan	27.457	0.201
10.73.137.109	apa_2_afe_0_ch_2.root	2	0	2	2	FBK	Apr-20-2024-run00	Apr-20-2024_1320	Apr-20-2024_1328	Apr-20-2024_1331	Good	0.015	0.223	720	28.967	0.039	0.03923	0.721	Good	-0.092	0.214	Only polyfit	1205	126	nan	nan	27.673	0.141
10.73.137.109	apa_2_afe_0_ch_3.root	2	0	3	3	FBK	Apr-20-2024-run00	Apr-20-2024_1320	Apr-20-2024_1331	Apr-20-2024_1335	Good	0.012	0.276	720	28.962	0.042	0.03917	0.760	Good	-0.085	0.280	Only polyfit	1429	65	nan	nan	27.427	0.081
10.73.137.109	apa_2_afe_0_ch_4.root	2	0	4	4	FBK	Apr-20-2024-run00	Apr-20-2024_1320	Apr-20-2024_1335	Apr-20-2024_1339	Good	0.014	0.198	720	28.958	0.044	0.03918	0.751	Good	-0.088	0.225	Only polyfit	1265	124	nan	nan	27.598	0.141
10.73.137.109	apa_2_afe_0_ch_5.root	2	0	5	5	FBK	Apr-20-2024-run00	Apr-20-2024_1320	Apr-20-2024_1339	Apr-20-2024_1342	Good	0.016	0.337	720	28.952	0.046	0.03908	0.816	Good	-0.085	0.313	Only polyfit	1390	197	nan	nan	27.458	0.216
10.73.137.109	apa_2_afe_0_ch_6.root	2	0	6	6	FBK	Apr-20-2024-run00	Apr-20-2024_1320	Apr-20-2024_1342	Apr-20-2024_1346	Good	0.015	0.177	720	28.959	0.052	0.03910	0.808	Good	-0.089	0.192	Only polyfit	1183	198	nan	nan	27.688	0.219
10.73.137.109	apa_2_afe_0_ch_7.root	2	0	7	7	FBK	Apr-20-2024-run00	Apr-20-2024_1320	Apr-20-2024_1346	Apr-20-2024_1350	Good	0.016	0.295	720	28.942	0.043	0.03902	0.845	Good	-0.090	0.308	Only polyfit	1396	145	nan	nan	27.443	0.161
10.73.137.109	apa_2_afe_1_ch_8.root	2	1	8	10	FBK	Apr-20-2024-run00	Apr-20-2024_1320	Apr-20-2024_1350	Apr-20-2024_1354	BAD(dead channel or wrong bias range)	0.017	0.024	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.109	apa_2_afe_1_ch_9.root	2	1	9	11	FBK	Apr-20-2024-run00	Apr-20-2024_1320	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.109	apa_2_afe_1_ch_10.root	2	1	10	12	FBK	Apr-20-2024-run00	Apr-20-2024_1320	Apr-20-2024_1354	Apr-20-2024_1357	Good	0.014	0.077	720	28.060	0.041	0.03940	-0.310	Good	-0.085	0.073	Only polyfit	640	19	nan	nan	27.372	0.046
10.73.137.109	apa_2_afe_1_ch_11.root	2	1	11	13	FBK	Apr-20-2024-run00	Apr-20-2024_1320	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.109	apa_2_afe_1_ch_12.root	2	1	12	14	FBK	Apr-20-2024-run00	Apr-20-2024_1320	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.109	apa_2_afe_1_ch_13.root	2	1	13	15	FBK	Apr-20-2024-run00	Apr-20-2024_1320	Apr-20-2024_1357	Apr-20-2024_1401	Good	0.017	0.103	720	28.058	0.036	0.03945	-0.344	Good	-0.087	0.081	Only polyfit	660	39	nan	nan	27.350	0.055
10.73.137.109	apa_2_afe_1_ch_14.root	2	1	14	16	FBK	Apr-20-2024-run00	Apr-20-2024_1320	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.109	apa_2_afe_1_ch_15.root	2	1	15	17	FBK	Apr-20-2024-run00	Apr-20-2024_1320	Apr-20-2024_1401	Apr-20-2024_1405	BAD(dead channel or wrong bias range)	0.017	0.025	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.109	apa_2_afe_2_ch_16.root	2	2	16	20	HPK	Apr-20-2024-run00	Apr-20-2024_1320	Apr-20-2024_1405	Apr-20-2024_1409	Good	0.012	0.289	1120	43.977	0.049	0.03912	0.162	Good	-0.083	0.288	Only polyfit	1830	289	nan	nan	42.010	0.315
10.73.137.109	apa_2_afe_2_ch_17.root	2	2	17	21	HPK	Apr-20-2024-run00	Apr-20-2024_1320	Apr-20-2024_1409	Apr-20-2024_1413	Good	0.017	0.997	1110	43.586	0.048	0.03913	0.153	Good	-0.083	0.824	Only polyfit	1531	179	nan	nan	41.941	0.198
10.73.137.109	apa_2_afe_2_ch_18.root	2	2	18	22	HPK	Apr-20-2024-run00	Apr-20-2024_1320	Apr-20-2024_1413	Apr-20-2024_1417	Good	0.012	0.398	1120	43.982	0.040	0.03912	0.166	Good	-0.088	0.410	Only polyfit	1682	189	nan	nan	42.175	0.207
10.73.137.109	apa_2_afe_2_ch_19.root	2	2	19	23	HPK	Apr-20-2024-run00	Apr-20-2024_1320	Apr-20-2024_1417	Apr-20-2024_1420	Good	0.014	0.604	1110	43.590	0.041	0.03914	0.149	Good	-0.089	0.562	Only polyfit	1219	82	nan	nan	42.281	0.097
