IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.112	apa_4_afe_0_ch_0.root	4	0	0	0	HPK	May-02-2024-run00	May-02-2024_0938	May-02-2024_0938	May-02-2024_0942	Good	-0.043	0.731	1110	43.745	0.060	0.03904	0.414	Good	-0.140	0.759	Only polyfit	1723	148	nan	nan	41.894	0.170
10.73.137.112	apa_4_afe_0_ch_1.root	4	0	1	1	HPK	May-02-2024-run00	May-02-2024_0938	May-02-2024_0942	May-02-2024_0946	Good	-0.046	0.601	1110	43.743	0.054	0.03899	0.461	Good	-0.144	0.673	Only polyfit	1712	167	nan	nan	41.904	0.187
10.73.137.112	apa_4_afe_0_ch_2.root	4	0	2	2	HPK	May-02-2024-run00	May-02-2024_0938	May-02-2024_0946	May-02-2024_0950	Good	-0.048	0.616	1100	43.360	0.058	0.03905	0.410	Good	-0.143	0.528	Only polyfit	1311	115	nan	nan	41.951	0.137
10.73.137.112	apa_4_afe_0_ch_3.root	4	0	3	3	HPK	May-02-2024-run00	May-02-2024_0938	May-02-2024_0950	May-02-2024_0953	Good	-0.044	0.963	1120	44.124	0.051	0.03899	0.460	Good	-0.134	0.807	Only polyfit	2129	214	nan	nan	41.837	0.236
10.73.137.112	apa_4_afe_0_ch_4.root	4	0	4	4	HPK	May-02-2024-run00	May-02-2024_0938	May-02-2024_0953	May-02-2024_0957	Good	-0.047	0.664	1110	43.733	0.052	0.03899	0.452	Good	-0.148	0.601	Only polyfit	1651	185	nan	nan	41.959	0.205
10.73.137.112	apa_4_afe_0_ch_5.root	4	0	5	5	HPK	May-02-2024-run00	May-02-2024_0938	May-02-2024_0957	May-02-2024_1001	Good	-0.042	0.648	1110	43.755	0.058	0.03903	0.429	Good	-0.144	0.713	Only polyfit	1706	152	nan	nan	41.922	0.173
10.73.137.112	apa_4_afe_0_ch_6.root	4	0	6	6	HPK	May-02-2024-run00	May-02-2024_0938	May-02-2024_1001	May-02-2024_1005	Good	-0.045	0.750	1120	44.118	0.056	0.03889	0.560	Good	-0.136	0.844	Only polyfit	2113	304	nan	nan	41.848	0.331
10.73.137.112	apa_4_afe_0_ch_7.root	4	0	7	7	HPK	May-02-2024-run00	May-02-2024_0938	May-02-2024_1005	May-02-2024_1009	Good	-0.048	0.616	1110	43.738	0.068	0.03894	0.511	Good	-0.143	0.692	Only polyfit	1713	146	nan	nan	41.898	0.171
10.73.137.112	apa_4_afe_1_ch_8.root	4	1	8	10	HPK	May-02-2024-run00	May-02-2024_0938	May-02-2024_1009	May-02-2024_1012	Good	-0.046	0.614	1110	43.610	0.042	0.03905	0.260	Good	-0.146	0.725	Only polyfit	1635	147	nan	nan	41.853	0.164
10.73.137.112	apa_4_afe_1_ch_9.root	4	1	9	11	HPK	May-02-2024-run00	May-02-2024_0938	May-02-2024_1012	May-02-2024_1016	Good	-0.044	0.714	1010	39.688	0.096	0.03889	0.409	Good	-0.150	0.748	Only polyfit	709	39	nan	nan	38.926	0.105
10.73.137.112	apa_4_afe_1_ch_10.root	4	1	10	12	HPK	May-02-2024-run00	May-02-2024_0938	May-02-2024_1016	May-02-2024_1020	Good	-0.046	0.666	1110	43.615	0.055	0.03906	0.253	Good	-0.151	0.648	Only polyfit	1529	182	nan	nan	41.971	0.203
10.73.137.112	apa_4_afe_1_ch_11.root	4	1	11	13	HPK	May-02-2024-run00	May-02-2024_0938	May-02-2024_1020	May-02-2024_1024	Good	-0.047	0.621	1120	44.008	0.046	0.03909	0.228	Good	-0.144	0.637	Only polyfit	1704	121	nan	nan	42.176	0.138
