IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.111	apa_3_afe_0_ch_0.root	3	0	0	0	FBK	May-28-2024_run00	May-28-2024_1941	May-28-2024_1941	May-28-2024_1945	Good	-0.006	0.113	720	28.575	0.044	0.03927	0.298	Good	-0.104	0.142	Only polyfit	1144	119	nan	nan	27.346	0.135
10.73.137.111	apa_3_afe_0_ch_1.root	3	0	1	1	FBK	May-28-2024_run00	May-28-2024_1941	May-28-2024_1945	May-28-2024_1949	Good	-0.003	0.370	770	30.542	0.037	0.03924	0.329	Good	-0.087	0.487	Only polyfit	2887	344	nan	nan	27.440	0.371
10.73.137.111	apa_3_afe_0_ch_2.root	3	0	2	2	FBK	May-28-2024_run00	May-28-2024_1941	May-28-2024_1949	May-28-2024_1952	Good	-0.005	0.107	720	28.585	0.039	0.03932	0.275	Good	-0.102	0.113	Only polyfit	1150	157	nan	nan	27.349	0.173
10.73.137.111	apa_3_afe_0_ch_3.root	3	0	3	3	FBK	May-28-2024_run00	May-28-2024_1941	May-28-2024_1952	May-28-2024_1956	Good	-0.002	0.331	770	30.548	0.035	0.03933	0.265	Good	-0.090	0.383	Only polyfit	2711	736	nan	nan	27.636	0.792
10.73.137.111	apa_3_afe_0_ch_4.root	3	0	4	4	FBK	May-28-2024_run00	May-28-2024_1941	May-28-2024_1956	May-28-2024_2000	Good	-0.004	0.403	760	30.137	0.041	0.03918	0.359	Good	-0.096	0.325	Only polyfit	2346	191	nan	nan	27.617	0.209
10.73.137.111	apa_3_afe_0_ch_5.root	3	0	5	5	FBK	May-28-2024_run00	May-28-2024_1941	May-28-2024_2000	May-28-2024_2004	Good	0.001	0.411	750	29.775	0.028	0.03938	0.238	Good	-0.093	0.368	Only polyfit	2100	225	nan	nan	27.519	0.244
10.73.137.111	apa_3_afe_0_ch_6.root	3	0	6	6	FBK	May-28-2024_run00	May-28-2024_1941	May-28-2024_2004	May-28-2024_2007	Good	-0.003	0.369	770	30.543	0.031	0.03930	0.280	Good	-0.090	0.415	Only polyfit	2880	319	nan	nan	27.449	0.344
10.73.137.111	apa_3_afe_0_ch_7.root	3	0	7	7	FBK	May-28-2024_run00	May-28-2024_1941	May-28-2024_2007	May-28-2024_2011	Good	-0.001	0.135	720	28.596	0.036	0.03937	0.247	Good	-0.104	0.140	Only polyfit	1109	101	nan	nan	27.405	0.114
10.73.137.111	apa_3_afe_1_ch_8.root	3	1	8	10	FBK	May-28-2024_run00	May-28-2024_1941	May-28-2024_2011	May-28-2024_2015	Good	-0.003	0.104	720	28.455	0.033	0.03896	0.404	Good	-0.108	0.130	Only polyfit	1179	265	nan	nan	27.188	0.286
10.73.137.111	apa_3_afe_1_ch_9.root	3	1	9	11	FBK	May-28-2024_run00	May-28-2024_1941	May-28-2024_2015	May-28-2024_2019	Good	-0.003	0.110	720	28.455	0.047	0.03898	0.392	Good	-0.107	0.115	Only polyfit	871	106	nan	nan	27.519	0.124
10.73.137.111	apa_3_afe_1_ch_10.root	3	1	10	12	FBK	May-28-2024_run00	May-28-2024_1941	May-28-2024_2019	May-28-2024_2022	Good	-0.003	0.124	720	28.465	0.040	0.03901	0.379	Good	-0.106	0.109	Only polyfit	1096	76	nan	nan	27.287	0.092
10.73.137.111	apa_3_afe_1_ch_11.root	3	1	11	13	FBK	May-28-2024_run00	May-28-2024_1941	May-28-2024_2022	May-28-2024_2026	Good	-0.006	0.087	720	28.464	0.035	0.03899	0.391	Good	-0.101	0.088	Only polyfit	878	157	nan	nan	27.520	0.172
10.73.137.111	apa_3_afe_1_ch_12.root	3	1	12	14	FBK	May-28-2024_run00	May-28-2024_1941	May-28-2024_2026	May-28-2024_2030	Good	-0.002	0.118	720	28.461	0.037	0.03899	0.388	Good	-0.111	0.099	Only polyfit	1019	98	nan	nan	27.366	0.111
10.73.137.111	apa_3_afe_1_ch_13.root	3	1	13	15	FBK	May-28-2024_run00	May-28-2024_1941	May-28-2024_2030	May-28-2024_2033	Good	-0.002	0.139	720	28.466	0.042	0.03900	0.386	Good	-0.102	0.104	Only polyfit	1105	147	nan	nan	27.278	0.164
10.73.137.111	apa_3_afe_1_ch_14.root	3	1	14	16	FBK	May-28-2024_run00	May-28-2024_1941	May-28-2024_2033	May-28-2024_2037	Good	-0.003	0.072	720	28.473	0.035	0.03910	0.324	Good	-0.104	0.079	Only polyfit	990	240	nan	nan	27.409	0.260
10.73.137.111	apa_3_afe_1_ch_15.root	3	1	15	17	FBK	May-28-2024_run00	May-28-2024_1941	May-28-2024_2037	May-28-2024_2041	Good	-0.004	0.113	720	28.458	0.037	0.03897	0.399	Good	-0.107	0.110	Only polyfit	1148	121	nan	nan	27.224	0.135
10.73.137.111	apa_3_afe_2_ch_16.root	3	2	16	20	FBK	May-28-2024_run00	May-28-2024_1941	May-28-2024_2041	May-28-2024_2044	Good	-0.005	0.161	720	29.068	0.038	0.03938	0.713	Good	-0.102	0.161	Only polyfit	1617	184	nan	nan	27.330	0.201
10.73.137.111	apa_3_afe_2_ch_17.root	3	2	17	21	FBK	May-28-2024_run00	May-28-2024_1941	May-28-2024_2044	May-28-2024_2048	Good	0.002	0.283	720	29.070	0.048	0.03935	0.736	Good	-0.104	0.240	Only polyfit	1632	120	nan	nan	27.317	0.138
10.73.137.111	apa_3_afe_2_ch_18.root	3	2	18	22	FBK	May-28-2024_run00	May-28-2024_1941	May-28-2024_2048	May-28-2024_2052	Good	-0.005	0.147	720	29.068	0.040	0.03930	0.775	Good	-0.101	0.157	Only polyfit	1638	234	nan	nan	27.308	0.255
10.73.137.111	apa_3_afe_2_ch_19.root	3	2	19	23	FBK	May-28-2024_run00	May-28-2024_1941	May-28-2024_2052	May-28-2024_2055	Good	-0.007	0.150	720	29.071	0.052	0.03931	0.768	Good	-0.110	0.192	Only polyfit	1199	247	nan	nan	27.782	0.271
10.73.137.111	apa_3_afe_2_ch_20.root	3	2	20	24	FBK	May-28-2024_run00	May-28-2024_1941	May-28-2024_2055	May-28-2024_2059	Good	-0.003	0.127	720	29.067	0.051	0.03929	0.777	Good	-0.108	0.127	Only polyfit	1403	146	nan	nan	27.559	0.165
10.73.137.111	apa_3_afe_2_ch_21.root	3	2	21	25	FBK	May-28-2024_run00	May-28-2024_1941	May-28-2024_2059	May-28-2024_2103	Good	-0.006	0.135	720	29.080	0.052	0.03934	0.754	Good	-0.101	0.156	Only polyfit	1604	219	nan	nan	27.356	0.241
10.73.137.111	apa_3_afe_2_ch_22.root	3	2	22	26	FBK	May-28-2024_run00	May-28-2024_1941	May-28-2024_2103	May-28-2024_2107	Good	-0.001	0.149	720	29.077	0.036	0.03938	0.723	Good	-0.103	0.141	Only polyfit	1392	133	nan	nan	27.581	0.147
10.73.137.111	apa_3_afe_2_ch_23.root	3	2	23	27	FBK	May-28-2024_run00	May-28-2024_1941	May-28-2024_2107	May-28-2024_2110	Good	-0.001	0.146	720	29.067	0.045	0.03931	0.767	Good	-0.100	0.133	Only polyfit	1581	138	nan	nan	27.368	0.155
10.73.137.111	apa_3_afe_3_ch_24.root	3	3	24	30	HPK	May-28-2024_run00	May-28-2024_1941	May-28-2024_2110	May-28-2024_2114	Good	-0.004	0.911	1120	43.647	0.041	0.03919	-0.246	Good	-0.097	0.743	Only polyfit	1898	202	nan	nan	41.608	0.221
10.73.137.111	apa_3_afe_3_ch_25.root	3	3	25	31	HPK	May-28-2024_run00	May-28-2024_1941	May-28-2024_2114	May-28-2024_2118	Good	-0.003	0.464	1120	43.634	0.050	0.03914	-0.208	Good	-0.104	0.442	Only polyfit	1394	132	nan	nan	42.136	0.151
10.73.137.111	apa_3_afe_3_ch_26.root	3	3	26	32	HPK	May-28-2024_run00	May-28-2024_1941	May-28-2024_2118	May-28-2024_2122	Good	-0.003	0.398	1120	43.636	0.043	0.03914	-0.204	Good	-0.107	0.339	Only polyfit	1019	88	nan	nan	42.540	0.103
10.73.137.111	apa_3_afe_3_ch_27.root	3	3	27	33	HPK	May-28-2024_run00	May-28-2024_1941	May-28-2024_2122	May-28-2024_2125	Good	-0.002	0.448	1120	43.630	0.053	0.03914	-0.202	Good	-0.108	0.420	Only polyfit	1362	175	nan	nan	42.167	0.196
10.73.137.111	apa_3_afe_3_ch_28.root	3	3	28	34	HPK	May-28-2024_run00	May-28-2024_1941	May-28-2024_2126	May-28-2024_2129	Good	-0.002	0.433	1120	43.628	0.045	0.03907	-0.131	Good	-0.110	0.483	Only polyfit	1392	100	nan	nan	42.132	0.116
10.73.137.111	apa_3_afe_3_ch_29.root	3	3	29	35	HPK	May-28-2024_run00	May-28-2024_1941	May-28-2024_2129	May-28-2024_2133	Good	-0.001	0.473	1120	43.649	0.049	0.03917	-0.227	Good	-0.103	0.517	Only polyfit	1625	140	nan	nan	41.903	0.158
10.73.137.111	apa_3_afe_3_ch_30.root	3	3	30	36	HPK	May-28-2024_run00	May-28-2024_1941	May-28-2024_2133	May-28-2024_2137	Good	-0.004	0.297	1120	43.639	0.048	0.03916	-0.220	Good	-0.100	0.313	Only polyfit	1411	137	nan	nan	42.123	0.155
