IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.105	apa_1_afe_0_ch_0.root	1	0	0	0	FBK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0833	Jun-18-2024_0837	Good	0.038	0.166	720	28.475	0.039	0.03887	0.490	Good	-0.075	0.274	Only polyfit	945	84	nan	nan	27.460	0.099
10.73.137.105	apa_1_afe_0_ch_1.root	1	0	1	1	FBK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0837	Jun-18-2024_0840	Good	0.039	0.145	720	28.483	0.050	0.03898	0.416	Good	-0.070	0.155	Only polyfit	1017	171	nan	nan	27.390	0.191
10.73.137.105	apa_1_afe_0_ch_2.root	1	0	2	2	FBK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0841	Jun-18-2024_0844	Good	0.040	0.166	720	28.474	0.050	0.03891	0.461	Good	-0.073	0.171	Only polyfit	1009	165	nan	nan	27.390	0.185
10.73.137.105	apa_1_afe_0_ch_3.root	1	0	3	3	FBK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0844	Jun-18-2024_0848	Good	0.036	0.198	720	28.469	0.054	0.03887	0.480	Good	-0.073	0.168	Only polyfit	1025	103	nan	nan	27.368	0.123
10.73.137.105	apa_1_afe_0_ch_4.root	1	0	4	4	FBK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0848	Jun-18-2024_0852	Good	0.039	0.164	720	28.479	0.031	0.03891	0.467	Good	-0.074	0.177	Only polyfit	1042	71	nan	nan	27.360	0.083
10.73.137.105	apa_1_afe_0_ch_5.root	1	0	5	5	FBK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0852	Jun-18-2024_0855	Good	0.040	0.162	720	28.487	0.043	0.03902	0.395	Good	-0.075	0.305	Only polyfit	1006	190	nan	nan	27.406	0.209
10.73.137.105	apa_1_afe_0_ch_6.root	1	0	6	6	FBK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0855	Jun-18-2024_0859	Good	0.036	0.163	720	28.478	0.043	0.03891	0.461	Good	-0.074	0.201	Only polyfit	977	166	nan	nan	27.429	0.183
10.73.137.105	apa_1_afe_0_ch_7.root	1	0	7	7	FBK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0859	Jun-18-2024_0903	Good	0.037	0.144	720	28.477	0.045	0.03888	0.484	Good	-0.081	0.153	Only polyfit	928	103	nan	nan	27.480	0.120
10.73.137.105	apa_1_afe_1_ch_8.root	1	1	8	10	FBK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0903	Jun-18-2024_0906	Good	0.038	0.167	720	28.633	0.029	0.03874	0.740	Good	-0.073	0.179	Only polyfit	1271	218	nan	nan	27.268	0.236
10.73.137.105	apa_1_afe_1_ch_10.root	1	1	10	12	FBK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0906	Jun-18-2024_0910	Good	0.034	0.181	720	28.648	0.024	0.03885	0.674	Good	-0.072	0.189	Only polyfit	1138	125	nan	nan	27.425	0.136
10.73.137.105	apa_1_afe_1_ch_13.root	1	1	13	15	FBK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0910	Jun-18-2024_0914	Good	0.036	0.149	720	28.636	0.031	0.03875	0.736	Good	-0.074	0.181	Only polyfit	1209	177	nan	nan	27.338	0.192
10.73.137.105	apa_1_afe_1_ch_15.root	1	1	15	17	FBK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0914	Jun-18-2024_0917	Good	0.033	0.204	720	28.629	0.041	0.03870	0.765	Good	-0.074	0.177	Only polyfit	1204	178	nan	nan	27.336	0.195
10.73.137.105	apa_1_afe_2_ch_17.root	1	2	17	21	HPK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0917	Jun-18-2024_0921	Good	0.037	0.436	1120	43.692	0.050	0.03874	0.302	Good	-0.066	0.690	Only polyfit	1555	211	nan	nan	42.022	0.232
10.73.137.105	apa_1_afe_2_ch_19.root	1	2	19	23	HPK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0921	Jun-18-2024_0925	Good	0.039	0.416	1120	43.710	0.042	0.03882	0.232	Good	-0.071	0.523	Only polyfit	1484	205	nan	nan	42.115	0.224
10.73.137.105	apa_1_afe_2_ch_20.root	1	2	20	24	HPK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0925	Jun-18-2024_0929	Good	0.035	0.684	1110	43.308	0.053	0.03877	0.274	Good	-0.074	0.331	Only polyfit	1168	112	nan	nan	42.053	0.132
10.73.137.105	apa_1_afe_2_ch_22.root	1	2	22	26	HPK	Jun-18-2024-run00	Jun-18-2024_0833	Jun-18-2024_0929	Jun-18-2024_0932	Good	0.038	0.484	1120	43.699	0.055	0.03878	0.269	Good	-0.073	0.429	Only polyfit	1569	160	nan	nan	42.014	0.181
