IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.105	apa_1_afe_0_ch_0.root	1	0	0	0	FBK	May-28-2024-run00	May-28-2024_1941	May-28-2024_1941	May-28-2024_1945	Good	0.040	0.150	720	28.495	0.049	0.03893	0.464	Good	-0.067	0.163	Only polyfit	1072	130	nan	nan	27.342	0.148
10.73.137.105	apa_1_afe_0_ch_1.root	1	0	1	1	FBK	May-28-2024-run00	May-28-2024_1941	May-28-2024_1945	May-28-2024_1948	Good	0.035	0.143	720	28.486	0.049	0.03884	0.523	Good	-0.063	0.150	Only polyfit	1091	193	nan	nan	27.313	0.213
10.73.137.105	apa_1_afe_0_ch_2.root	1	0	2	2	FBK	May-28-2024-run00	May-28-2024_1941	May-28-2024_1948	May-28-2024_1952	Good	0.037	0.167	720	28.494	0.058	0.03894	0.454	Good	-0.066	0.166	Only polyfit	1072	96	nan	nan	27.342	0.118
10.73.137.105	apa_1_afe_0_ch_3.root	1	0	3	3	FBK	May-28-2024-run00	May-28-2024_1941	May-28-2024_1952	May-28-2024_1956	Good	0.038	0.170	720	28.487	0.032	0.03891	0.474	Good	-0.068	0.250	Only polyfit	1045	147	nan	nan	27.364	0.161
10.73.137.105	apa_1_afe_0_ch_4.root	1	0	4	4	FBK	May-28-2024-run00	May-28-2024_1941	May-28-2024_1956	May-28-2024_2000	Good	0.037	0.175	720	28.475	0.038	0.03881	0.534	Good	-0.067	0.173	Only polyfit	1088	101	nan	nan	27.306	0.115
10.73.137.105	apa_1_afe_0_ch_5.root	1	0	5	5	FBK	May-28-2024-run00	May-28-2024_1941	May-28-2024_2000	May-28-2024_2003	Good	0.038	0.355	720	28.496	0.036	0.03888	0.500	Good	-0.069	0.167	Only polyfit	1053	107	nan	nan	27.365	0.120
10.73.137.105	apa_1_afe_0_ch_6.root	1	0	6	6	FBK	May-28-2024-run00	May-28-2024_1941	May-28-2024_2003	May-28-2024_2007	Good	0.040	0.177	720	28.484	0.045	0.03885	0.508	Good	-0.070	0.169	Only polyfit	1077	96	nan	nan	27.327	0.112
10.73.137.105	apa_1_afe_0_ch_7.root	1	0	7	7	FBK	May-28-2024-run00	May-28-2024_1941	May-28-2024_2007	May-28-2024_2011	Good	0.036	0.135	720	28.500	0.040	0.03898	0.434	Good	-0.074	0.146	Only polyfit	1104	185	nan	nan	27.313	0.202
10.73.137.105	apa_1_afe_1_ch_8.root	1	1	8	10	FBK	May-28-2024-run00	May-28-2024_1941	May-28-2024_2011	May-28-2024_2014	Good	0.040	0.185	720	28.644	0.043	0.03874	0.751	Good	-0.067	0.153	Only polyfit	1231	131	nan	nan	27.320	0.148
10.73.137.105	apa_1_afe_1_ch_10.root	1	1	10	12	FBK	May-28-2024-run00	May-28-2024_1941	May-28-2024_2014	May-28-2024_2018	Good	0.035	0.161	720	28.643	0.038	0.03877	0.729	Good	-0.066	0.174	Only polyfit	1214	274	nan	nan	27.339	0.297
10.73.137.105	apa_1_afe_1_ch_13.root	1	1	13	15	FBK	May-28-2024-run00	May-28-2024_1941	May-28-2024_2018	May-28-2024_2022	Good	0.035	0.177	720	28.639	0.032	0.03871	0.766	Good	-0.069	0.194	Only polyfit	1175	147	nan	nan	27.376	0.161
10.73.137.105	apa_1_afe_1_ch_15.root	1	1	15	17	FBK	May-28-2024-run00	May-28-2024_1941	May-28-2024_2022	May-28-2024_2025	Good	0.037	0.161	720	28.639	0.036	0.03866	0.803	Good	-0.069	0.176	Only polyfit	1285	151	nan	nan	27.258	0.167
10.73.137.105	apa_1_afe_2_ch_17.root	1	2	17	21	HPK	May-28-2024-run00	May-28-2024_1941	May-28-2024_2025	May-28-2024_2029	Good	0.034	0.498	1120	43.715	0.040	0.03880	0.259	Good	-0.063	0.735	Only polyfit	1596	158	nan	nan	42.000	0.175
10.73.137.105	apa_1_afe_2_ch_19.root	1	2	19	23	HPK	May-28-2024-run00	May-28-2024_1941	May-28-2024_2029	May-28-2024_2033	Good	0.037	0.543	1120	43.711	0.042	0.03877	0.288	Good	-0.063	0.599	Only polyfit	1587	263	nan	nan	42.006	0.285
10.73.137.105	apa_1_afe_2_ch_20.root	1	2	20	24	HPK	May-28-2024-run00	May-28-2024_1941	May-28-2024_2033	May-28-2024_2037	Good	0.037	0.415	1120	43.696	0.042	0.03866	0.401	Good	-0.068	0.507	Only polyfit	1591	170	nan	nan	41.987	0.187
10.73.137.105	apa_1_afe_2_ch_22.root	1	2	22	26	HPK	May-28-2024-run00	May-28-2024_1941	May-28-2024_2037	May-28-2024_2040	Good	0.035	0.514	1120	43.708	0.050	0.03875	0.303	Good	-0.068	0.522	Only polyfit	1618	232	nan	nan	41.969	0.254
