IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.111	apa_3_afe_0_ch_0.root	3	0	0	0	FBK	Aug-21-2024-run00	Aug-21-2024_2133	Aug-21-2024_2105	Aug-21-2024_2109	Good	-0.003	0.129	720	28.582	0.040	0.03932	0.274	Good	-0.101	0.172	Only polyfit	1187	180	nan	nan	27.307	0.197
10.73.137.111	apa_3_afe_0_ch_1.root	3	0	1	1	FBK	Aug-21-2024-run00	Aug-21-2024_2133	Aug-21-2024_2109	Aug-21-2024_2112	Good	-0.003	0.412	770	30.537	0.037	0.03926	0.306	Good	-0.086	0.418	Only polyfit	3026	1694	nan	nan	27.286	1.820
10.73.137.111	apa_3_afe_0_ch_2.root	3	0	2	2	FBK	Aug-21-2024-run00	Aug-21-2024_2133	Aug-21-2024_2112	Aug-21-2024_2116	Good	-0.002	0.139	720	28.580	0.048	0.03931	0.275	Good	-0.103	0.131	Only polyfit	1089	79	nan	nan	27.410	0.097
10.73.137.111	apa_3_afe_0_ch_3.root	3	0	3	3	FBK	Aug-21-2024-run00	Aug-21-2024_2133	Aug-21-2024_2116	Aug-21-2024_2120	Good	-0.003	0.379	770	30.537	0.030	0.03926	0.307	Good	-0.082	0.453	Only polyfit	2953	309	nan	nan	27.365	0.334
10.73.137.111	apa_3_afe_0_ch_4.root	3	0	4	4	FBK	Aug-21-2024-run00	Aug-21-2024_2133	Aug-21-2024_2120	Aug-21-2024_2124	Good	0.000	0.475	770	30.541	0.037	0.03929	0.290	Good	-0.090	0.370	Only polyfit	2687	473	nan	nan	27.655	0.510
10.73.137.111	apa_3_afe_0_ch_5.root	3	0	5	5	FBK	Aug-21-2024-run00	Aug-21-2024_2133	Aug-21-2024_2124	Aug-21-2024_2127	Good	-0.004	0.447	750	29.763	0.036	0.03935	0.253	Good	-0.086	0.389	Only polyfit	2128	240	nan	nan	27.477	0.260
10.73.137.111	apa_3_afe_0_ch_6.root	3	0	6	6	FBK	Aug-21-2024-run00	Aug-21-2024_2133	Aug-21-2024_2133	Aug-21-2024_2136	Good	-0.002	0.077	720	28.614	0.038	0.03921	0.384	Good	-0.110	0.094	Only polyfit	958	112	nan	nan	27.584	0.126
10.73.137.111	apa_3_afe_0_ch_7.root	3	0	7	7	FBK	Aug-21-2024-run00	Aug-21-2024_2133	Aug-21-2024_2136	Aug-21-2024_2140	Good	-0.003	0.490	760	30.184	0.038	0.03920	0.392	Good	-0.087	0.504	Only polyfit	2601	244	nan	nan	27.390	0.265
10.73.137.111	apa_3_afe_1_ch_8.root	3	1	8	10	FBK	Aug-21-2024-run00	Aug-21-2024_2133	Aug-21-2024_2140	Aug-21-2024_2144	Good	-0.000	0.117	720	28.499	0.035	0.03899	0.426	Good	-0.100	0.101	Only polyfit	1086	121	nan	nan	27.333	0.135
10.73.137.111	apa_3_afe_1_ch_9.root	3	1	9	11	FBK	Aug-21-2024-run00	Aug-21-2024_2133	Aug-21-2024_2144	Aug-21-2024_2148	Good	-0.003	0.492	770	30.451	0.034	0.03900	0.422	Good	-0.089	0.494	Only polyfit	2709	285	nan	nan	27.541	0.308
