IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.104	apa_1_afe_0_ch_0.root	1	0	0	0	FBK	Aug-21-2024-run00	Aug-21-2024_2105	Aug-21-2024_2105	Aug-21-2024_2109	Good	0.080	0.421	700	28.963	0.051	0.03945	1.351	Good	-0.022	0.344	Only polyfit	1386	89	nan	nan	27.474	0.108
10.73.137.104	apa_1_afe_0_ch_1.root	1	0	1	1	FBK	Aug-21-2024-run00	Aug-21-2024_2105	Aug-21-2024_2109	Aug-21-2024_2112	Good	0.081	0.945	720	29.735	0.050	0.03926	1.465	Good	-0.020	0.343	Only polyfit	1797	532	nan	nan	27.804	0.574
10.73.137.104	apa_1_afe_0_ch_2.root	1	0	2	2	FBK	Aug-21-2024-run00	Aug-21-2024_2105	Aug-21-2024_2112	Aug-21-2024_2116	Good	0.081	0.381	720	29.744	0.047	0.03936	1.403	Good	-0.007	0.506	Only polyfit	2157	342	nan	nan	27.426	0.370
10.73.137.104	apa_1_afe_0_ch_3.root	1	0	3	3	FBK	Aug-21-2024-run00	Aug-21-2024_2105	Aug-21-2024_2116	Aug-21-2024_2120	Good	0.080	0.335	720	29.736	0.044	0.03937	1.391	Good	-0.016	0.373	Only polyfit	1900	111	nan	nan	27.695	0.127
10.73.137.104	apa_1_afe_0_ch_4.root	1	0	4	4	FBK	Aug-21-2024-run00	Aug-21-2024_2105	Aug-21-2024_2120	Aug-21-2024_2123	Good	0.079	0.979	700	28.954	0.057	0.03944	1.347	Good	-0.021	0.311	Only polyfit	1510	89	nan	nan	27.331	0.112
10.73.137.104	apa_1_afe_0_ch_5.root	1	0	5	5	FBK	Aug-21-2024-run00	Aug-21-2024_2105	Aug-21-2024_2123	Aug-21-2024_2127	Good	0.079	0.349	720	29.748	0.048	0.03947	1.331	Good	-0.012	0.365	Only polyfit	1939	261	nan	nan	27.665	0.284
10.73.137.104	apa_1_afe_0_ch_6.root	1	0	6	6	FBK	Aug-21-2024-run00	Aug-21-2024_2105	Aug-21-2024_2127	Aug-21-2024_2131	Good	0.080	0.452	720	29.739	0.031	0.03937	1.392	Good	-0.016	0.603	Only polyfit	2187	280	nan	nan	27.389	0.303
10.73.137.104	apa_1_afe_0_ch_7.root	1	0	7	7	FBK	Aug-21-2024-run00	Aug-21-2024_2105	Aug-21-2024_2131	Aug-21-2024_2134	Good	0.077	0.351	720	29.751	0.044	0.03944	1.358	Good	-0.011	0.707	Only polyfit	2068	207	nan	nan	27.529	0.227
10.73.137.104	apa_1_afe_1_ch_8.root	1	1	8	10	HPK	Aug-21-2024-run00	Aug-21-2024_2105	Aug-21-2024_2134	Aug-21-2024_2138	Good	0.081	0.691	1080	42.740	0.041	0.03927	0.332	Good	-0.025	0.360	Only polyfit	950	123	nan	nan	41.719	0.138
10.73.137.104	apa_1_afe_1_ch_9.root	1	1	9	11	HPK	Aug-21-2024-run00	Aug-21-2024_2105	Aug-21-2024_2138	Aug-21-2024_2142	Good	0.080	0.639	1100	43.537	0.040	0.03934	0.260	Good	-0.023	0.618	Only polyfit	1678	160	nan	nan	41.734	0.176
10.73.137.104	apa_1_afe_1_ch_10.root	1	1	10	12	HPK	Aug-21-2024-run00	Aug-21-2024_2105	Aug-21-2024_2142	Aug-21-2024_2146	Good	0.078	1.113	1100	43.533	0.034	0.03935	0.249	Good	-0.023	0.875	Only polyfit	1680	151	nan	nan	41.729	0.166
10.73.137.104	apa_1_afe_1_ch_11.root	1	1	11	13	HPK	Aug-21-2024-run00	Aug-21-2024_2105	Aug-21-2024_2146	Aug-21-2024_2149	Good	0.077	1.006	1090	43.132	0.045	0.03931	0.285	Good	-0.026	0.488	Only polyfit	1373	151	nan	nan	41.657	0.168
10.73.137.104	apa_1_afe_1_ch_12.root	1	1	12	14	HPK	Aug-21-2024-run00	Aug-21-2024_2105	Aug-21-2024_2149	Aug-21-2024_2153	Good	0.080	0.616	1100	43.527	0.043	0.03933	0.265	Good	-0.028	0.723	Only polyfit	1673	184	nan	nan	41.729	0.203
10.73.137.104	apa_1_afe_1_ch_13.root	1	1	13	15	HPK	Aug-21-2024-run00	Aug-21-2024_2105	Aug-21-2024_2153	Aug-21-2024_2157	Good	0.077	0.662	1100	43.538	0.038	0.03936	0.242	Good	-0.028	0.773	Only polyfit	1662	138	nan	nan	41.751	0.153
10.73.137.104	apa_1_afe_1_ch_14.root	1	1	14	16	HPK	Aug-21-2024-run00	Aug-21-2024_2105	Aug-21-2024_2157	Aug-21-2024_2201	Good	0.078	0.629	1100	43.528	0.039	0.03934	0.257	Good	-0.026	0.992	Only polyfit	1609	171	nan	nan	41.799	0.187
10.73.137.104	apa_1_afe_1_ch_15.root	1	1	15	17	HPK	Aug-21-2024-run00	Aug-21-2024_2105	Aug-21-2024_2201	Aug-21-2024_2204	Good	0.081	0.641	1110	43.932	0.039	0.03938	0.223	Good	-0.018	1.169	Only polyfit	2068	299	nan	nan	41.710	0.324
