IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.105	apa_1_afe_0_ch_0.root	1	0	0	0	FBK	Jul-31-2024-run00	Jul-31-2024_1828	Jul-31-2024_1828	Jul-31-2024_1835	Good	0.040	0.164	720	28.545	0.045	0.03903	0.443	Good	-0.022	0.169	Only polyfit	1017	215	nan	nan	27.452	0.235
10.73.137.105	apa_1_afe_0_ch_1.root	1	0	1	1	FBK	Jul-31-2024-run00	Jul-31-2024_1828	Jul-31-2024_1835	Jul-31-2024_1842	Good	0.038	0.215	720	28.526	0.045	0.03892	0.501	Good	-0.018	0.160	Only polyfit	1149	290	nan	nan	27.292	0.315
10.73.137.105	apa_1_afe_0_ch_2.root	1	0	2	2	FBK	Jul-31-2024-run00	Jul-31-2024_1828	Jul-31-2024_1843	Jul-31-2024_1850	Good	0.040	0.159	720	28.530	0.039	0.03888	0.536	Good	-0.020	0.168	Only polyfit	1112	140	nan	nan	27.336	0.156
10.73.137.105	apa_1_afe_0_ch_3.root	1	0	3	3	FBK	Jul-31-2024-run00	Jul-31-2024_1828	Jul-31-2024_1850	Jul-31-2024_1857	Good	0.041	0.171	720	28.514	0.046	0.03885	0.544	Good	-0.022	0.152	Only polyfit	1013	131	nan	nan	27.425	0.148
10.73.137.105	apa_1_afe_0_ch_4.root	1	0	4	4	FBK	Jul-31-2024-run00	Jul-31-2024_1828	Jul-31-2024_1857	Jul-31-2024_1904	Good	0.040	0.179	720	28.530	0.050	0.03887	0.542	Good	-0.023	0.178	Only polyfit	1134	130	nan	nan	27.311	0.148
10.73.137.105	apa_1_afe_0_ch_5.root	1	0	5	5	FBK	Jul-31-2024-run00	Jul-31-2024_1828	Jul-31-2024_1904	Jul-31-2024_1911	Good	0.041	0.166	720	28.535	0.048	0.03894	0.496	Good	-0.023	0.169	Only polyfit	1028	804	nan	nan	27.430	0.865
10.73.137.105	apa_1_afe_0_ch_6.root	1	0	6	6	FBK	Jul-31-2024-run00	Jul-31-2024_1828	Jul-31-2024_1911	Jul-31-2024_1918	Good	0.041	0.173	720	28.520	0.041	0.03883	0.562	Good	-0.023	0.170	Only polyfit	1163	184	nan	nan	27.271	0.202
10.73.137.105	apa_1_afe_0_ch_7.root	1	0	7	7	FBK	Jul-31-2024-run00	Jul-31-2024_1828	Jul-31-2024_1918	Jul-31-2024_1925	Good	0.041	0.184	720	28.528	0.049	0.03888	0.538	Good	-0.028	0.155	Only polyfit	822	93	nan	nan	27.645	0.111
10.73.137.105	apa_1_afe_1_ch_8.root	1	1	8	10	FBK	Jul-31-2024-run00	Jul-31-2024_1828	Jul-31-2024_1925	Jul-31-2024_1932	Good	0.041	0.156	720	28.679	0.032	0.03873	0.793	Good	-0.025	0.161	Only polyfit	1258	456	nan	nan	27.328	0.490
10.73.137.105	apa_1_afe_1_ch_10.root	1	1	10	12	FBK	Jul-31-2024-run00	Jul-31-2024_1828	Jul-31-2024_1932	Jul-31-2024_1939	Good	0.039	0.165	720	28.690	0.036	0.03879	0.760	Good	-0.029	0.248	Only polyfit	1171	167	nan	nan	27.431	0.183
10.73.137.105	apa_1_afe_1_ch_13.root	1	1	13	15	FBK	Jul-31-2024-run00	Jul-31-2024_1828	Jul-31-2024_1939	Jul-31-2024_1946	Good	0.039	0.180	720	28.675	0.028	0.03870	0.813	Good	-0.021	0.175	Only polyfit	1379	220	nan	nan	27.193	0.238
10.73.137.105	apa_1_afe_1_ch_15.root	1	1	15	17	FBK	Jul-31-2024-run00	Jul-31-2024_1828	Jul-31-2024_1946	Jul-31-2024_1953	Good	0.037	0.181	720	28.668	0.034	0.03863	0.853	Good	-0.020	0.202	Only polyfit	1341	85	nan	nan	27.226	0.097
10.73.137.105	apa_1_afe_2_ch_17.root	1	2	17	21	HPK	Jul-31-2024-run00	Jul-31-2024_1828	Jul-31-2024_1953	Jul-31-2024_2000	Good	0.040	0.577	1120	43.750	0.038	0.03881	0.279	Good	-0.019	0.638	Only polyfit	1650	128	nan	nan	41.977	0.143
10.73.137.105	apa_1_afe_2_ch_19.root	1	2	19	23	HPK	Jul-31-2024-run00	Jul-31-2024_1828	Jul-31-2024_2000	Jul-31-2024_2007	Good	0.039	0.448	1120	43.732	0.036	0.03869	0.399	Good	-0.023	0.533	Only polyfit	1621	204	nan	nan	41.991	0.223
10.73.137.105	apa_1_afe_2_ch_20.root	1	2	20	24	HPK	Jul-31-2024-run00	Jul-31-2024_1828	Jul-31-2024_2007	Jul-31-2024_2015	Good	0.039	0.592	1120	43.746	0.046	0.03875	0.342	Good	-0.025	0.476	Only polyfit	1670	203	nan	nan	41.951	0.223
10.73.137.105	apa_1_afe_2_ch_22.root	1	2	22	26	HPK	Jul-31-2024-run00	Jul-31-2024_1828	Jul-31-2024_2015	Jul-31-2024_2022	Good	0.040	0.450	1120	43.742	0.029	0.03875	0.338	Good	-0.022	0.576	Only polyfit	1694	191	nan	nan	41.922	0.208
