IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.112	apa_4_afe_0_ch_0.root	4	0	0	0	HPK	May-28-2024-run00	May-28-2024_1941	May-28-2024_1941	May-28-2024_1945	Good	-0.048	0.671	1120	44.115	0.049	0.03901	0.421	Good	-0.140	0.625	Only polyfit	2090	341	nan	nan	41.870	0.370
10.73.137.112	apa_4_afe_0_ch_1.root	4	0	1	1	HPK	May-28-2024-run00	May-28-2024_1941	May-28-2024_1945	May-28-2024_1949	Good	-0.046	0.470	1120	44.113	0.052	0.03902	0.409	Good	-0.137	0.607	Only polyfit	2151	198	nan	nan	41.802	0.219
10.73.137.112	apa_4_afe_0_ch_2.root	4	0	2	2	HPK	May-28-2024-run00	May-28-2024_1941	May-28-2024_1949	May-28-2024_1953	Good	-0.045	0.690	1120	44.104	0.046	0.03892	0.509	Good	-0.138	0.744	Only polyfit	2108	198	nan	nan	41.839	0.218
10.73.137.112	apa_4_afe_0_ch_3.root	4	0	3	3	HPK	May-28-2024-run00	May-28-2024_1941	May-28-2024_1953	May-28-2024_1956	Good	-0.047	0.469	1120	44.114	0.059	0.03899	0.441	Good	-0.140	0.521	Only polyfit	2110	182	nan	nan	41.847	0.204
10.73.137.112	apa_4_afe_0_ch_4.root	4	0	4	4	HPK	May-28-2024-run00	May-28-2024_1941	May-28-2024_1956	May-28-2024_2000	Good	-0.046	0.539	1120	44.123	0.040	0.03906	0.371	Good	-0.144	0.563	Only polyfit	2007	203	nan	nan	41.967	0.221
10.73.137.112	apa_4_afe_0_ch_5.root	4	0	5	5	HPK	May-28-2024-run00	May-28-2024_1941	May-28-2024_2000	May-28-2024_2004	Good	-0.047	0.637	1120	44.105	0.060	0.03897	0.456	Good	-0.139	0.718	Only polyfit	2078	271	nan	nan	41.872	0.297
10.73.137.112	apa_4_afe_0_ch_6.root	4	0	6	6	HPK	May-28-2024-run00	May-28-2024_1941	May-28-2024_2004	May-28-2024_2008	Good	-0.046	0.527	1120	44.112	0.055	0.03902	0.414	Good	-0.139	0.605	Only polyfit	2089	173	nan	nan	41.868	0.193
10.73.137.112	apa_4_afe_0_ch_7.root	4	0	7	7	HPK	May-28-2024-run00	May-28-2024_1941	May-28-2024_2008	May-28-2024_2012	Good	-0.047	0.509	1120	44.124	0.062	0.03908	0.357	Good	-0.143	0.645	Only polyfit	2052	245	nan	nan	41.919	0.270
10.73.137.112	apa_4_afe_1_ch_8.root	4	1	8	10	HPK	May-28-2024-run00	May-28-2024_1941	May-28-2024_2012	May-28-2024_2015	Good	-0.050	0.804	1120	43.970	0.036	0.03903	0.255	Good	-0.142	0.855	Only polyfit	2034	235	nan	nan	41.785	0.255
10.73.137.112	apa_4_afe_1_ch_9.root	4	1	9	11	HPK	May-28-2024-run00	May-28-2024_1941	May-28-2024_2015	May-28-2024_2019	Good	-0.043	0.768	1010	39.660	0.106	0.03887	0.404	Good	-0.129	0.776	Only polyfit	686	61	nan	nan	38.922	0.125
10.73.137.112	apa_4_afe_1_ch_10.root	4	1	10	12	HPK	May-28-2024-run00	May-28-2024_1941	May-28-2024_2019	May-28-2024_2023	Good	-0.048	0.575	1120	43.970	0.058	0.03906	0.223	Good	-0.147	0.659	Only polyfit	1917	220	nan	nan	41.911	0.244
10.73.137.112	apa_4_afe_1_ch_11.root	4	1	11	13	HPK	May-28-2024-run00	May-28-2024_1941	May-28-2024_2023	May-28-2024_2027	Good	-0.047	0.378	1120	43.974	0.048	0.03910	0.187	Good	-0.147	0.416	Only polyfit	1666	189	nan	nan	42.185	0.208
10.73.137.112	apa_4_afe_1_ch_12.root	4	1	12	14	HPK	May-28-2024-run00	May-28-2024_1941	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
