IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.112	apa_4_afe_0_ch_0.root	4	0	0	0	HPK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1757	Sep-24-2024_1801	Good	-0.044	0.761	1090	42.928	0.047	0.03901	0.402	Good	-0.155	0.271	Only polyfit	1024	164	nan	nan	41.828	0.183
10.73.137.112	apa_4_afe_0_ch_1.root	4	0	1	1	HPK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1801	Sep-24-2024_1805	Good	-0.047	0.456	1120	44.110	0.047	0.03905	0.373	Good	-0.140	0.939	Only polyfit	2112	218	nan	nan	41.840	0.239
10.73.137.112	apa_4_afe_0_ch_2.root	4	0	2	2	HPK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1805	Sep-24-2024_1808	Good	-0.048	0.708	1120	44.104	0.056	0.03905	0.372	Good	-0.143	1.344	Only polyfit	2105	302	nan	nan	41.842	0.330
10.73.137.112	apa_4_afe_0_ch_3.root	4	0	3	3	HPK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1808	Sep-24-2024_1812	Good	-0.046	0.582	1120	44.102	0.044	0.03898	0.449	Good	-0.142	0.919	Only polyfit	2117	277	nan	nan	41.828	0.301
10.73.137.112	apa_4_afe_0_ch_4.root	4	0	4	4	HPK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1812	Sep-24-2024_1816	Good	-0.048	1.316	1120	44.101	0.060	0.03899	0.435	Good	-0.150	1.189	Only polyfit	2035	222	nan	nan	41.914	0.246
10.73.137.112	apa_4_afe_0_ch_5.root	4	0	5	5	HPK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1816	Sep-24-2024_1820	Good	-0.046	0.616	1120	44.099	0.048	0.03903	0.388	Good	-0.141	1.516	Only polyfit	2130	192	nan	nan	41.810	0.212
10.73.137.112	apa_4_afe_0_ch_6.root	4	0	6	6	HPK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1820	Sep-24-2024_1824	Good	-0.047	1.143	1120	44.103	0.048	0.03902	0.396	Good	-0.139	1.211	Only polyfit	2075	220	nan	nan	41.873	0.241
10.73.137.112	apa_4_afe_0_ch_7.root	4	0	7	7	HPK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1824	Sep-24-2024_1828	Good	-0.046	0.578	1120	44.097	0.051	0.03897	0.452	Good	-0.143	1.365	Only polyfit	2065	348	nan	nan	41.878	0.378
10.73.137.112	apa_4_afe_1_ch_8.root	4	1	8	10	HPK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1828	Sep-24-2024_1831	Good	-0.045	0.737	1120	43.950	0.053	0.03898	0.288	Good	-0.139	0.978	Only polyfit	2041	255	nan	nan	41.757	0.279
10.73.137.112	apa_4_afe_1_ch_9.root	4	1	9	11	HPK	Sep-24-2024-run00	Sep-24-2024_1757	Sep-24-2024_1831	Sep-24-2024_1835	Good	-0.050	0.664	1000	39.259	0.087	0.03893	0.331	Good	-0.128	0.595	Only polyfit	567	42	nan	nan	38.650	0.098
