IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.104	apa_1_afe_0_ch_0.root	1	0	0	0	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1522	Oct-04-2024_1526	Good	0.081	0.426	720	29.733	0.047	0.03938	1.376	Good	-0.021	0.858	Only polyfit	2138	351	nan	nan	27.436	0.380
10.73.137.104	apa_1_afe_0_ch_1.root	1	0	1	1	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1526	Oct-04-2024_1529	Good	0.081	0.295	720	29.718	0.064	0.03929	1.428	Good	-0.028	0.477	Only polyfit	1892	146	nan	nan	27.685	0.169
10.73.137.104	apa_1_afe_0_ch_2.root	1	0	2	2	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1529	Oct-04-2024_1533	Good	0.077	0.353	720	29.729	0.051	0.03935	1.395	Good	-0.018	0.685	Only polyfit	2111	190	nan	nan	27.461	0.211
10.73.137.104	apa_1_afe_0_ch_3.root	1	0	3	3	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1533	Oct-04-2024_1537	Good	0.080	0.393	720	29.730	0.053	0.03939	1.371	Good	-0.024	0.481	Only polyfit	1923	215	nan	nan	27.664	0.237
10.73.137.104	apa_1_afe_0_ch_4.root	1	0	4	4	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1537	Oct-04-2024_1540	Good	0.078	0.439	720	29.731	0.045	0.03937	1.387	Good	-0.019	0.494	Only polyfit	2111	171	nan	nan	27.463	0.189
10.73.137.104	apa_1_afe_0_ch_5.root	1	0	5	5	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1540	Oct-04-2024_1544	Good	0.079	0.341	720	29.731	0.032	0.03935	1.401	Good	-0.019	0.361	Only polyfit	2102	511	nan	nan	27.473	0.550
10.73.137.104	apa_1_afe_0_ch_6.root	1	0	6	6	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1544	Oct-04-2024_1548	Good	0.080	0.651	710	29.325	0.050	0.03927	1.441	Good	-0.026	0.636	Only polyfit	1589	306	nan	nan	27.618	0.333
10.73.137.104	apa_1_afe_0_ch_7.root	1	0	7	7	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1548	Oct-04-2024_1551	Good	0.079	0.291	720	29.738	0.046	0.03950	1.302	Good	-0.019	0.319	Only polyfit	2032	239	nan	nan	27.555	0.261
10.73.137.104	apa_1_afe_1_ch_8.root	1	1	8	10	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1551	Oct-04-2024_1555	Good	0.078	0.265	720	28.653	0.042	0.03842	0.994	Good	-0.034	0.353	Only polyfit	1227	174	nan	nan	27.335	0.191
10.73.137.104	apa_1_afe_1_ch_9.root	1	1	9	11	FBK	Oct-04-2024-run00	Oct-04-2024_1522	Oct-04-2024_1555	Oct-04-2024_1559	Good	0.080	0.236	720	28.651	0.045	0.03848	0.947	Good	-0.033	0.234	Only polyfit	1307	156	nan	nan	27.246	0.173
