IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.104	apa_1_afe_0_ch_0.root	1	0	0	0	FBK	Jul-02-2024-run00	Jul-02-2024_1706	Jul-02-2024_1707	Jul-02-2024_1710	Good	0.082	0.467	720	29.793	0.039	0.03947	1.377	Good	-0.025	0.924	Only polyfit	2116	1544	nan	nan	27.520	1.660
10.73.137.104	apa_1_afe_0_ch_1.root	1	0	1	1	FBK	Jul-02-2024-run00	Jul-02-2024_1706	Jul-02-2024_1710	Jul-02-2024_1714	Good	0.077	0.342	720	29.784	0.041	0.03933	1.465	Good	-0.024	0.329	Only polyfit	1937	221	nan	nan	27.703	0.241
10.73.137.104	apa_1_afe_0_ch_2.root	1	0	2	2	FBK	Jul-02-2024-run00	Jul-02-2024_1706	Jul-02-2024_1714	Jul-02-2024_1718	Good	0.082	0.386	720	29.784	0.050	0.03930	1.487	Good	-0.017	0.640	Only polyfit	2178	354	nan	nan	27.443	0.384
10.73.137.104	apa_1_afe_0_ch_3.root	1	0	3	3	FBK	Jul-02-2024-run00	Jul-02-2024_1706	Jul-02-2024_1718	Jul-02-2024_1721	Good	0.083	0.342	720	29.789	0.042	0.03932	1.478	Good	-0.025	0.622	Only polyfit	1871	454	nan	nan	27.779	0.490
10.73.137.104	apa_1_afe_0_ch_4.root	1	0	4	4	FBK	Jul-02-2024-run00	Jul-02-2024_1706	Jul-02-2024_1721	Jul-02-2024_1725	Good	0.080	0.410	720	29.782	0.047	0.03925	1.519	Good	-0.020	0.800	Only polyfit	2203	533	nan	nan	27.415	0.575
10.73.137.104	apa_1_afe_0_ch_5.root	1	0	5	5	FBK	Jul-02-2024-run00	Jul-02-2024_1706	Jul-02-2024_1725	Jul-02-2024_1729	Good	0.079	0.411	680	28.212	0.060	0.03936	1.450	Good	-0.024	0.137	Only polyfit	610	84	nan	nan	27.556	0.109
10.73.137.104	apa_1_afe_0_ch_6.root	1	0	6	6	FBK	Jul-02-2024-run00	Jul-02-2024_1706	Jul-02-2024_1729	Jul-02-2024_1732	Good	0.078	0.555	690	28.607	0.050	0.03936	1.449	Good	-0.027	0.242	Only polyfit	1163	128	nan	nan	27.358	0.146
10.73.137.104	apa_1_afe_0_ch_7.root	1	0	7	7	FBK	Jul-02-2024-run00	Jul-02-2024_1706	Jul-02-2024_1732	Jul-02-2024_1736	Good	0.080	0.315	720	29.798	0.036	0.03935	1.469	Good	-0.018	0.346	Only polyfit	2076	388	nan	nan	27.568	0.418
10.73.137.104	apa_1_afe_1_ch_8.root	1	1	8	10	HPK	Jul-02-2024-run00	Jul-02-2024_1706	Jul-02-2024_1736	Jul-02-2024_1740	Good	0.077	0.618	1090	43.183	0.043	0.03934	0.300	Good	-0.030	0.521	Only polyfit	1245	85	nan	nan	41.845	0.101
10.73.137.104	apa_1_afe_1_ch_9.root	1	1	9	11	HPK	Jul-02-2024-run00	Jul-02-2024_1706	Jul-02-2024_1752	Jul-02-2024_1755	Good	0.079	0.632	1100	43.563	0.044	0.03931	0.320	Good	-0.024	0.865	Only polyfit	1603	99	nan	nan	41.841	0.115
10.73.137.104	apa_1_afe_1_ch_10.root	1	1	10	12	HPK	Jul-02-2024-run00	Jul-02-2024_1706	Jul-02-2024_1755	Jul-02-2024_1759	Good	0.080	0.608	1090	43.166	0.048	0.03928	0.352	Good	-0.028	0.557	Only polyfit	1241	65	nan	nan	41.832	0.085
10.73.137.104	apa_1_afe_1_ch_11.root	1	1	11	13	HPK	Jul-02-2024-run00	Jul-02-2024_1706	Jul-02-2024_1759	Jul-02-2024_1803	Good	0.080	0.656	1100	43.573	0.041	0.03935	0.289	Good	-0.025	0.898	Only polyfit	1705	126	nan	nan	41.741	0.141
10.73.137.104	apa_1_afe_1_ch_12.root	1	1	12	14	HPK	Jul-02-2024-run00	Jul-02-2024_1706	Jul-02-2024_1803	Jul-02-2024_1807	Good	0.082	0.680	1090	43.170	0.046	0.03927	0.360	Good	-0.033	0.706	Only polyfit	1199	119	nan	nan	41.881	0.136
10.73.137.104	apa_1_afe_1_ch_13.root	1	1	13	15	HPK	Jul-02-2024-run00	Jul-02-2024_1706	Jul-02-2024_1807	Jul-02-2024_1810	Good	0.079	0.708	1100	43.568	0.033	0.03936	0.270	Good	-0.029	0.656	Only polyfit	1642	203	nan	nan	41.803	0.221
10.73.137.104	apa_1_afe_1_ch_14.root	1	1	14	16	HPK	Jul-02-2024-run00	Jul-02-2024_1706	Jul-02-2024_1810	Jul-02-2024_1814	Good	0.080	0.616	1100	43.573	0.036	0.03932	0.318	Good	-0.023	0.674	Only polyfit	1629	181	nan	nan	41.822	0.198
10.73.137.104	apa_1_afe_1_ch_15.root	1	1	15	17	HPK	Jul-02-2024-run00	Jul-02-2024_1706	Jul-02-2024_1814	Jul-02-2024_1818	Good	0.078	0.606	1100	43.566	0.054	0.03933	0.304	Good	-0.023	0.932	Only polyfit	1653	136	nan	nan	41.790	0.156
