IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.105	apa_1_afe_0_ch_0.root	1	0	0	0	FBK	Jul-29-2024-run00	Jul-29-2024_1937	Jul-29-2024_1937	Jul-29-2024_1941	Good	0.052	0.262	720	28.510	0.049	0.03886	0.527	Good	-0.055	0.267	Only polyfit	1054	105	nan	nan	27.377	0.123
10.73.137.105	apa_1_afe_0_ch_1.root	1	0	1	1	FBK	Jul-29-2024-run00	Jul-29-2024_1937	Jul-29-2024_1941	Jul-29-2024_1945	Good	0.039	0.268	720	28.516	0.050	0.03887	0.531	Good	-0.064	0.252	Only polyfit	991	84	nan	nan	27.451	0.103
10.73.137.105	apa_1_afe_0_ch_2.root	1	0	2	2	FBK	Jul-29-2024-run00	Jul-29-2024_1937	Jul-29-2024_1945	Jul-29-2024_1948	Good	0.036	0.240	720	28.506	0.043	0.03883	0.547	Good	-0.063	0.255	Only polyfit	1100	128	nan	nan	27.324	0.144
10.73.137.105	apa_1_afe_0_ch_3.root	1	0	3	3	FBK	Jul-29-2024-run00	Jul-29-2024_1937	Jul-29-2024_1949	Jul-29-2024_1952	Good	0.040	0.236	720	28.518	0.048	0.03891	0.500	Good	-0.066	0.256	Only polyfit	1094	89	nan	nan	27.343	0.107
10.73.137.105	apa_1_afe_0_ch_4.root	1	0	4	4	FBK	Jul-29-2024-run00	Jul-29-2024_1937	Jul-29-2024_1952	Jul-29-2024_1956	Good	0.039	0.245	720	28.520	0.042	0.03892	0.497	Good	-0.067	0.290	Only polyfit	1084	114	nan	nan	27.356	0.130
10.73.137.105	apa_1_afe_0_ch_5.root	1	0	5	5	FBK	Jul-29-2024-run00	Jul-29-2024_1937	Jul-29-2024_1956	Jul-29-2024_2000	Good	0.040	0.286	720	28.527	0.047	0.03893	0.499	Good	-0.065	0.292	Only polyfit	1082	87	nan	nan	27.365	0.105
10.73.137.105	apa_1_afe_0_ch_6.root	1	0	6	6	FBK	Jul-29-2024-run00	Jul-29-2024_1937	Jul-29-2024_2000	Jul-29-2024_2003	Good	0.039	0.262	720	28.512	0.040	0.03886	0.535	Good	-0.068	0.291	Only polyfit	1052	117	nan	nan	27.382	0.132
10.73.137.105	apa_1_afe_0_ch_7.root	1	0	7	7	FBK	Jul-29-2024-run00	Jul-29-2024_1937	Jul-29-2024_2003	Jul-29-2024_2007	Good	0.038	0.242	720	28.523	0.047	0.03892	0.499	Good	-0.072	0.214	Only polyfit	1074	158	nan	nan	27.369	0.176
10.73.137.105	apa_1_afe_1_ch_8.root	1	1	8	10	FBK	Jul-29-2024-run00	Jul-29-2024_1937	Jul-29-2024_2007	Jul-29-2024_2011	Good	0.036	0.223	720	28.689	0.038	0.03878	0.768	Good	-0.066	0.235	Only polyfit	1277	204	nan	nan	27.317	0.223
10.73.137.105	apa_1_afe_1_ch_10.root	1	1	10	12	FBK	Jul-29-2024-run00	Jul-29-2024_1937	Jul-29-2024_2011	Jul-29-2024_2014	Good	0.038	0.273	720	28.674	0.034	0.03870	0.809	Good	-0.064	0.277	Only polyfit	1193	206	nan	nan	27.392	0.224
10.73.137.105	apa_1_afe_1_ch_13.root	1	1	13	15	FBK	Jul-29-2024-run00	Jul-29-2024_1937	Jul-29-2024_2014	Jul-29-2024_2018	Good	0.038	0.312	720	28.688	0.029	0.03880	0.753	Good	-0.064	0.285	Only polyfit	1306	185	nan	nan	27.285	0.201
10.73.137.105	apa_1_afe_1_ch_15.root	1	1	15	17	FBK	Jul-29-2024-run00	Jul-29-2024_1937	Jul-29-2024_2018	Jul-29-2024_2022	Good	0.038	0.290	720	28.669	0.036	0.03870	0.804	Good	-0.063	0.284	Only polyfit	1430	138	nan	nan	27.133	0.152
10.73.137.105	apa_1_afe_2_ch_17.root	1	2	17	21	HPK	Jul-29-2024-run00	Jul-29-2024_1937	Jul-29-2024_2022	Jul-29-2024_2025	Good	0.038	0.633	1110	43.351	0.040	0.03878	0.300	Good	-0.061	0.659	Only polyfit	1293	115	nan	nan	41.961	0.130
10.73.137.105	apa_1_afe_2_ch_19.root	1	2	19	23	HPK	Jul-29-2024-run00	Jul-29-2024_1937	Jul-29-2024_2025	Jul-29-2024_2029	Good	0.036	0.834	1120	43.715	0.040	0.03864	0.437	Good	-0.062	0.857	Only polyfit	1595	144	nan	nan	42.001	0.160
10.73.137.105	apa_1_afe_2_ch_20.root	1	2	20	24	HPK	Jul-29-2024-run00	Jul-29-2024_1937	Jul-29-2024_2029	Jul-29-2024_2033	Good	0.036	0.715	1120	43.728	0.038	0.03874	0.341	Good	-0.066	0.791	Only polyfit	1624	135	nan	nan	41.983	0.150
10.73.137.105	apa_1_afe_2_ch_22.root	1	2	22	26	HPK	Jul-29-2024-run00	Jul-29-2024_1937	Jul-29-2024_2033	Jul-29-2024_2037	Good	0.036	0.592	1120	43.735	0.035	0.03877	0.309	Good	-0.062	0.690	Only polyfit	1610	178	nan	nan	42.005	0.194
