IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.105	apa_1_afe_0_ch_0.root	1	0	0	0	FBK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2154	May-09-2024_2157	Good	0.039	0.233	720	28.504	0.043	0.03881	0.564	Good	-0.070	0.251	Only polyfit	1044	142	nan	nan	27.383	0.159
10.73.137.105	apa_1_afe_0_ch_1.root	1	0	1	1	FBK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2157	May-09-2024_2201	Good	0.037	0.229	720	28.517	0.048	0.03890	0.506	Good	-0.064	0.199	Only polyfit	1032	101	nan	nan	27.408	0.119
10.73.137.105	apa_1_afe_0_ch_2.root	1	0	2	2	FBK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2201	May-09-2024_2205	Good	0.039	0.223	720	28.514	0.051	0.03885	0.540	Good	-0.063	0.243	Only polyfit	1074	173	nan	nan	27.360	0.193
10.73.137.105	apa_1_afe_0_ch_3.root	1	0	3	3	FBK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2205	May-09-2024_2208	Good	0.037	0.223	720	28.489	0.039	0.03872	0.608	Good	-0.068	0.247	Only polyfit	1063	155	nan	nan	27.347	0.171
10.73.137.105	apa_1_afe_0_ch_4.root	1	0	4	4	FBK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2208	May-09-2024_2212	Good	0.035	0.252	720	28.514	0.038	0.03892	0.494	Good	-0.068	0.262	Only polyfit	1094	105	nan	nan	27.338	0.119
10.73.137.105	apa_1_afe_0_ch_5.root	1	0	5	5	FBK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2212	May-09-2024_2216	Good	0.034	0.271	720	28.525	0.043	0.03894	0.490	Good	-0.067	0.246	Only polyfit	1055	117	nan	nan	27.391	0.133
10.73.137.105	apa_1_afe_0_ch_6.root	1	0	6	6	FBK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2216	May-09-2024_2219	Good	0.036	0.269	720	28.522	0.053	0.03893	0.491	Good	-0.068	0.245	Only polyfit	1073	138	nan	nan	27.370	0.157
10.73.137.105	apa_1_afe_0_ch_7.root	1	0	7	7	FBK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2219	May-09-2024_2223	Good	0.035	0.198	720	28.523	0.044	0.03898	0.455	Good	-0.073	0.198	Only polyfit	1101	143	nan	nan	27.340	0.160
10.73.137.105	apa_1_afe_1_ch_8.root	1	1	8	10	FBK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2223	May-09-2024_2227	Good	0.036	0.203	720	28.662	0.039	0.03868	0.812	Good	-0.070	0.219	Only polyfit	1179	145	nan	nan	27.395	0.161
10.73.137.105	apa_1_afe_1_ch_10.root	1	1	10	12	FBK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2227	May-09-2024_2230	Good	0.035	0.266	720	28.685	0.049	0.03877	0.768	Good	-0.069	0.239	Only polyfit	1179	157	nan	nan	27.417	0.175
10.73.137.105	apa_1_afe_1_ch_13.root	1	1	13	15	FBK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2230	May-09-2024_2234	Good	0.038	0.286	720	28.668	0.036	0.03868	0.819	Good	-0.067	0.278	Only polyfit	1296	189	nan	nan	27.276	0.207
10.73.137.105	apa_1_afe_1_ch_15.root	1	1	15	17	FBK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2234	May-09-2024_2238	Good	0.039	0.237	720	28.664	0.037	0.03868	0.811	Good	-0.068	0.231	Only polyfit	1283	150	nan	nan	27.286	0.166
10.73.137.105	apa_1_afe_2_ch_17.root	1	2	17	21	HPK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2238	May-09-2024_2242	Good	0.036	0.811	1120	43.736	0.047	0.03880	0.283	Good	-0.061	0.726	Only polyfit	1616	182	nan	nan	42.000	0.201
10.73.137.105	apa_1_afe_2_ch_19.root	1	2	19	23	HPK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2242	May-09-2024_2245	Good	0.035	0.745	1120	43.734	0.053	0.03877	0.309	Good	-0.062	0.800	Only polyfit	1558	293	nan	nan	42.060	0.320
10.73.137.105	apa_1_afe_2_ch_20.root	1	2	20	24	HPK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2245	May-09-2024_2249	Good	0.035	0.799	1120	43.730	0.039	0.03872	0.364	Good	-0.067	0.674	Only polyfit	1583	181	nan	nan	42.029	0.198
10.73.137.105	apa_1_afe_2_ch_22.root	1	2	22	26	HPK	May-09-2024-run00	May-09-2024_2153	May-09-2024_2249	May-09-2024_2253	Good	0.034	0.568	1120	43.745	0.051	0.03880	0.289	Good	-0.067	0.630	Only polyfit	1578	178	nan	nan	42.049	0.198
